"Plot Title: DO_01"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20645539, SEN S/N: 20645539)","Temp, °F (LGR S/N: 20645539, SEN S/N: 20645539)","Expired Sensor Cap (LGR S/N: 20645539)","Coupler Attached (LGR S/N: 20645539)","Host Connected (LGR S/N: 20645539)","Stopped (LGR S/N: 20645539)","End Of File (LGR S/N: 20645539)"
7464,10/31/19 06:15:00 AM,1.88,44.96,,,,,
7465,10/31/19 06:30:00 AM,1.87,44.96,,,,,
7466,10/31/19 06:45:00 AM,1.84,44.89,,,,,
7467,10/31/19 07:00:00 AM,1.81,44.85,,,,,
7468,10/31/19 07:15:00 AM,1.79,44.78,,,,,
7469,10/31/19 07:30:00 AM,1.79,44.74,,,,,
7470,10/31/19 07:45:00 AM,1.80,44.71,,,,,
7471,10/31/19 08:00:00 AM,1.81,44.71,,,,,
7472,10/31/19 08:15:00 AM,1.83,44.71,,,,,
7473,10/31/19 08:30:00 AM,1.86,44.74,,,,,
7474,10/31/19 08:45:00 AM,1.89,44.82,,,,,
7475,10/31/19 09:00:00 AM,1.94,44.92,,,,,
7476,10/31/19 09:15:00 AM,2.02,45.03,,,,,
7477,10/31/19 09:30:00 AM,2.05,45.18,,,,,
7478,10/31/19 09:45:00 AM,2.44,45.32,,,,,
7479,10/31/19 10:00:00 AM,2.58,45.46,,,,,
7480,10/31/19 10:15:00 AM,2.68,45.61,,,,,
7481,10/31/19 10:30:00 AM,2.75,45.79,,,,,
7482,10/31/19 10:45:00 AM,2.83,46.00,,,,,
7483,10/31/19 11:00:00 AM,2.89,46.18,,,,,
7484,10/31/19 11:15:00 AM,2.95,46.36,,,,,
7485,10/31/19 11:30:00 AM,3.01,46.47,,,,,
7486,10/31/19 11:45:00 AM,3.07,46.58,,,,,
7487,10/31/19 12:00:00 PM,3.13,46.72,,,,,
7488,10/31/19 12:15:00 PM,3.17,46.87,,,,,
7489,10/31/19 12:30:00 PM,3.21,47.05,,,,,
7490,10/31/19 12:45:00 PM,3.27,47.34,,,,,
7491,10/31/19 01:00:00 PM,3.33,47.70,,,,,
7492,10/31/19 01:15:00 PM,3.36,48.13,,,,,
7493,10/31/19 01:30:00 PM,3.35,48.56,,,,,
7494,10/31/19 01:45:00 PM,3.33,48.92,,,,,
7495,10/31/19 02:00:00 PM,3.30,49.28,,,,,
7496,10/31/19 02:15:00 PM,3.28,49.60,,,,,
7497,10/31/19 02:30:00 PM,3.24,49.96,,,,,
7498,10/31/19 02:45:00 PM,3.20,50.32,,,,,
7499,10/31/19 03:00:00 PM,3.18,50.79,,,,,
7500,10/31/19 03:15:00 PM,3.15,51.37,,,,,
7501,10/31/19 03:30:00 PM,3.13,51.98,,,,,
7502,10/31/19 03:45:00 PM,3.10,52.45,,,,,
7503,10/31/19 04:00:00 PM,3.03,52.74,,,,,
7504,10/31/19 04:15:00 PM,2.99,52.99,,,,,
7505,10/31/19 04:30:00 PM,2.95,53.24,,,,,
7506,10/31/19 04:45:00 PM,2.89,53.56,,,,,
7507,10/31/19 05:00:00 PM,2.84,53.71,,,,,
7508,10/31/19 05:15:00 PM,2.79,53.78,,,,,
7509,10/31/19 05:30:00 PM,2.73,53.89,,,,,
7510,10/31/19 05:45:00 PM,2.65,53.89,,,,,
7511,10/31/19 06:00:00 PM,2.56,53.82,,,,,
7512,10/31/19 06:15:00 PM,2.50,53.64,,,,,
7513,10/31/19 06:30:00 PM,2.44,53.42,,,,,
7514,10/31/19 06:45:00 PM,2.38,53.13,,,,,
7515,10/31/19 07:00:00 PM,2.32,52.84,,,,,
7516,10/31/19 07:15:00 PM,2.25,52.56,,,,,
7517,10/31/19 07:30:00 PM,2.16,52.27,,,,,
7518,10/31/19 07:45:00 PM,2.08,51.98,,,,,
7519,10/31/19 08:00:00 PM,2.03,51.69,,,,,
7520,10/31/19 08:15:00 PM,1.95,51.40,,,,,
7521,10/31/19 08:30:00 PM,1.83,51.15,,,,,
7522,10/31/19 08:45:00 PM,1.79,50.90,,,,,
7523,10/31/19 09:00:00 PM,1.74,50.68,,,,,
7524,10/31/19 09:15:00 PM,1.69,50.47,,,,,
7525,10/31/19 09:30:00 PM,1.65,50.22,,,,,
7526,10/31/19 09:45:00 PM,1.53,50.00,,,,,
7527,10/31/19 10:00:00 PM,1.59,49.78,,,,,
7528,10/31/19 10:15:00 PM,1.55,49.60,,,,,
7529,10/31/19 10:30:00 PM,1.48,49.42,,,,,
7530,10/31/19 10:45:00 PM,1.40,49.32,,,,,
7531,10/31/19 11:00:00 PM,1.35,49.21,,,,,
7532,10/31/19 11:15:00 PM,1.30,49.06,,,,,
7533,10/31/19 11:30:00 PM,1.24,48.99,,,,,
7534,10/31/19 11:45:00 PM,1.17,48.88,,,,,
7535,11/01/19 12:00:00 AM,1.09,48.78,,,,,
7536,11/01/19 12:15:00 AM,1.07,48.67,,,,,
7537,11/01/19 12:30:00 AM,1.04,48.52,,,,,
7538,11/01/19 12:45:00 AM,0.99,48.45,,,,,
7539,11/01/19 01:00:00 AM,0.95,48.34,,,,,
7540,11/01/19 01:15:00 AM,0.92,48.24,,,,,
7541,11/01/19 01:30:00 AM,0.89,48.16,,,,,
7542,11/01/19 01:45:00 AM,0.85,48.13,,,,,
7543,11/01/19 02:00:00 AM,0.83,48.02,,,,,
7544,11/01/19 02:15:00 AM,0.79,47.91,,,,,
7545,11/01/19 02:30:00 AM,0.77,47.80,,,,,
7546,11/01/19 02:45:00 AM,0.72,47.70,,,,,
7547,11/01/19 03:00:00 AM,0.70,47.62,,,,,
7548,11/01/19 03:15:00 AM,0.67,47.55,,,,,
7549,11/01/19 03:30:00 AM,0.63,47.52,,,,,
7550,11/01/19 03:45:00 AM,0.59,47.44,,,,,
7551,11/01/19 04:00:00 AM,0.32,47.37,,,,,
7552,11/01/19 04:15:00 AM,0.23,47.34,,,,,
7553,11/01/19 04:30:00 AM,0.20,47.26,,,,,
7554,11/01/19 04:45:00 AM,0.20,47.23,,,,,
7555,11/01/19 05:00:00 AM,0.24,47.12,,,,,
7556,11/01/19 05:15:00 AM,0.28,47.01,,,,,
7557,11/01/19 05:30:00 AM,0.29,46.90,,,,,
7558,11/01/19 05:45:00 AM,0.31,46.83,,,,,
7559,11/01/19 06:00:00 AM,0.32,46.76,,,,,
7560,11/01/19 06:15:00 AM,0.34,46.69,,,,,
7561,11/01/19 06:30:00 AM,0.35,46.62,,,,,
7562,11/01/19 06:45:00 AM,0.35,46.54,,,,,
7563,11/01/19 07:00:00 AM,0.33,46.51,,,,,
7564,11/01/19 07:15:00 AM,0.31,46.44,,,,,
7565,11/01/19 07:30:00 AM,0.31,46.36,,,,,
7566,11/01/19 07:45:00 AM,0.31,46.33,,,,,
7567,11/01/19 08:00:00 AM,0.31,46.26,,,,,
7568,11/01/19 08:15:00 AM,0.31,46.22,,,,,
7569,11/01/19 08:30:00 AM,0.30,46.26,,,,,
7570,11/01/19 08:45:00 AM,0.30,46.40,,,,,
7571,11/01/19 09:00:00 AM,0.31,46.65,,,,,
7572,11/01/19 09:15:00 AM,0.32,46.87,,,,,
7573,11/01/19 09:30:00 AM,0.34,47.12,,,,,
7574,11/01/19 09:45:00 AM,0.36,47.34,,,,,
7575,11/01/19 10:00:00 AM,0.39,47.52,,,,,
7576,11/01/19 10:15:00 AM,0.40,47.66,,,,,
7577,11/01/19 10:30:00 AM,0.40,47.80,,,,,
7578,11/01/19 10:45:00 AM,0.40,48.02,,,,,
7579,11/01/19 11:00:00 AM,0.40,48.38,,,,,
7580,11/01/19 11:15:00 AM,0.41,48.78,,,,,
7581,11/01/19 11:30:00 AM,0.45,49.21,,,,,
7582,11/01/19 11:45:00 AM,0.58,49.53,,,,,
7583,11/01/19 12:00:00 PM,0.73,49.82,,,,,
7584,11/01/19 12:15:00 PM,0.82,50.04,,,,,
7585,11/01/19 12:30:00 PM,0.91,50.29,,,,,
7586,11/01/19 12:45:00 PM,1.00,50.68,,,,,
7587,11/01/19 01:00:00 PM,1.14,51.12,,,,,
7588,11/01/19 01:15:00 PM,1.28,51.58,,,,,
7589,11/01/19 01:30:00 PM,1.42,52.02,,,,,
7590,11/01/19 01:45:00 PM,1.54,52.41,,,,,
7591,11/01/19 02:00:00 PM,1.59,52.88,,,,,
7592,11/01/19 02:15:00 PM,1.61,53.38,,,,,
7593,11/01/19 02:30:00 PM,1.69,53.89,,,,,
7594,11/01/19 02:45:00 PM,1.73,54.25,,,,,
7595,11/01/19 03:00:00 PM,1.75,54.43,,,,,
7596,11/01/19 03:15:00 PM,1.76,54.46,,,,,
7597,11/01/19 03:30:00 PM,1.75,54.43,,,,,
7598,11/01/19 03:45:00 PM,1.73,54.32,,,,,
7599,11/01/19 04:00:00 PM,1.72,54.18,,,,,
7600,11/01/19 04:15:00 PM,1.68,53.96,,,,,
7601,11/01/19 04:30:00 PM,1.58,53.78,,,,,
7602,11/01/19 04:45:00 PM,1.49,53.56,,,,,
7603,11/01/19 05:00:00 PM,1.36,53.38,,,,,
7604,11/01/19 05:15:00 PM,1.25,53.24,,,,,
7605,11/01/19 05:30:00 PM,1.12,53.10,,,,,
7606,11/01/19 05:45:00 PM,0.98,52.95,,,,,
7607,11/01/19 06:00:00 PM,0.88,52.81,,,,,
7608,11/01/19 06:15:00 PM,0.77,52.66,,,,,
7609,11/01/19 06:30:00 PM,0.66,52.52,,,,,
7610,11/01/19 06:45:00 PM,0.69,52.34,,,,,
7611,11/01/19 07:00:00 PM,0.54,52.20,,,,,
7612,11/01/19 07:15:00 PM,0.48,52.05,,,,,
7613,11/01/19 07:30:00 PM,0.45,51.91,,,,,
7614,11/01/19 07:45:00 PM,0.38,51.76,,,,,
7615,11/01/19 08:00:00 PM,0.31,51.66,,,,,
7616,11/01/19 08:15:00 PM,0.24,51.51,,,,,
7617,11/01/19 08:30:00 PM,0.23,51.40,,,,,
7618,11/01/19 08:45:00 PM,0.20,51.30,,,,,
7619,11/01/19 09:00:00 PM,0.17,51.19,,,,,
7620,11/01/19 09:15:00 PM,0.16,51.12,,,,,
7621,11/01/19 09:30:00 PM,0.16,51.01,,,,,
7622,11/01/19 09:45:00 PM,0.16,50.94,,,,,
7623,11/01/19 10:00:00 PM,0.14,50.83,,,,,
7624,11/01/19 10:15:00 PM,0.12,50.79,,,,,
7625,11/01/19 10:30:00 PM,0.11,50.68,,,,,
7626,11/01/19 10:45:00 PM,0.09,50.65,,,,,
7627,11/01/19 11:00:00 PM,0.07,50.58,,,,,
7628,11/01/19 11:15:00 PM,0.06,50.50,,,,,
7629,11/01/19 11:30:00 PM,0.05,50.43,,,,,
7630,11/01/19 11:45:00 PM,0.04,50.36,,,,,
7631,11/02/19 12:00:00 AM,0.02,50.29,,,,,
7632,11/02/19 12:15:00 AM,0.01,50.25,,,,,
7633,11/02/19 12:30:00 AM,0.00,50.18,,,,,
7634,11/02/19 12:45:00 AM,0.00,50.14,,,,,
7635,11/02/19 01:00:00 AM,-0.01,50.07,,,,,
7636,11/02/19 01:15:00 AM,-0.02,50.00,,,,,
7637,11/02/19 01:30:00 AM,-0.03,49.93,,,,,
7638,11/02/19 01:45:00 AM,-0.03,49.82,,,,,
7639,11/02/19 02:00:00 AM,-0.03,49.75,,,,,
7640,11/02/19 02:15:00 AM,-0.03,49.64,,,,,
7641,11/02/19 02:30:00 AM,-0.03,49.57,,,,,
7642,11/02/19 02:45:00 AM,-0.03,49.50,,,,,
7643,11/02/19 03:00:00 AM,-0.03,49.42,,,,,
7644,11/02/19 03:15:00 AM,-0.03,49.35,,,,,
7645,11/02/19 03:30:00 AM,-0.03,49.32,,,,,
7646,11/02/19 03:45:00 AM,-0.03,49.32,,,,,
7647,11/02/19 04:00:00 AM,-0.03,49.28,,,,,
7648,11/02/19 04:15:00 AM,-0.03,49.28,,,,,
7649,11/02/19 04:30:00 AM,-0.03,49.24,,,,,
7650,11/02/19 04:45:00 AM,-0.03,49.21,,,,,
7651,11/02/19 05:00:00 AM,-0.03,49.21,,,,,
7652,11/02/19 05:15:00 AM,-0.03,49.14,,,,,
7653,11/02/19 05:30:00 AM,-0.03,49.10,,,,,
7654,11/02/19 05:45:00 AM,-0.03,49.06,,,,,
7655,11/02/19 06:00:00 AM,-0.03,48.99,,,,,
7656,11/02/19 06:15:00 AM,-0.03,48.92,,,,,
7657,11/02/19 06:30:00 AM,-0.03,48.85,,,,,
7658,11/02/19 06:45:00 AM,-0.03,48.70,,,,,
7659,11/02/19 07:00:00 AM,-0.03,48.63,,,,,
7660,11/02/19 07:15:00 AM,-0.03,48.52,,,,,
7661,11/02/19 07:30:00 AM,-0.03,48.45,,,,,
7662,11/02/19 07:45:00 AM,-0.03,48.38,,,,,
7663,11/02/19 08:00:00 AM,-0.03,48.38,,,,,
7664,11/02/19 08:15:00 AM,-0.03,48.42,,,,,
7665,11/02/19 08:30:00 AM,-0.03,48.49,,,,,
7666,11/02/19 08:45:00 AM,-0.03,48.60,,,,,
7667,11/02/19 09:00:00 AM,-0.03,48.67,,,,,
7668,11/02/19 09:15:00 AM,-0.03,48.74,,,,,
7669,11/02/19 09:30:00 AM,-0.03,48.78,,,,,
7670,11/02/19 09:45:00 AM,-0.03,48.85,,,,,
7671,11/02/19 10:00:00 AM,-0.02,48.96,,,,,
7672,11/02/19 10:15:00 AM,-0.02,49.06,,,,,
7673,11/02/19 10:30:00 AM,-0.01,49.21,,,,,
7674,11/02/19 10:45:00 AM,0.00,49.39,,,,,
7675,11/02/19 11:00:00 AM,0.02,49.60,,,,,
7676,11/02/19 11:15:00 AM,0.07,49.78,,,,,
7677,11/02/19 11:30:00 AM,0.14,49.93,,,,,
7678,11/02/19 11:45:00 AM,0.22,50.04,,,,,
7679,11/02/19 12:00:00 PM,0.15,50.07,,,,,
7680,11/02/19 12:15:00 PM,0.08,50.07,,,,,
7681,11/02/19 12:30:00 PM,0.03,50.11,,,,,
7682,11/02/19 12:45:00 PM,0.03,50.14,,,,,
7683,11/02/19 01:00:00 PM,0.06,50.18,,,,,
7684,11/02/19 01:15:00 PM,0.07,50.25,,,,,
7685,11/02/19 01:30:00 PM,0.09,50.43,,,,,
7686,11/02/19 01:45:00 PM,0.13,50.61,,,,,
7687,11/02/19 02:00:00 PM,0.19,50.79,,,,,
7688,11/02/19 02:15:00 PM,0.24,50.97,,,,,
7689,11/02/19 02:30:00 PM,0.25,51.12,,,,,
7690,11/02/19 02:45:00 PM,0.29,51.26,,,,,
7691,11/02/19 03:00:00 PM,0.33,51.48,,,,,
7692,11/02/19 03:15:00 PM,0.31,51.66,,,,,
7693,11/02/19 03:30:00 PM,0.26,51.84,,,,,
7694,11/02/19 03:45:00 PM,0.22,51.98,,,,,
7695,11/02/19 04:00:00 PM,0.23,52.02,,,,,
7696,11/02/19 04:15:00 PM,0.33,51.80,,,,,
7697,11/02/19 04:30:00 PM,0.79,51.58,,,,,
7698,11/02/19 04:45:00 PM,0.83,51.33,,,,,
7699,11/02/19 05:00:00 PM,0.70,50.65,,,,,
7700,11/02/19 05:15:00 PM,0.64,50.22,,,,,
7701,11/02/19 05:30:00 PM,0.67,50.04,,,,,
7702,11/02/19 05:45:00 PM,0.78,49.96,,,,,
7703,11/02/19 06:00:00 PM,0.87,49.89,,,,,
7704,11/02/19 06:15:00 PM,0.98,49.82,,,,,
7705,11/02/19 06:30:00 PM,1.09,49.82,,,,,
7706,11/02/19 06:45:00 PM,1.20,49.82,,,,,
7707,11/02/19 07:00:00 PM,1.46,49.78,,,,,
7708,11/02/19 07:15:00 PM,1.96,49.71,,,,,
7709,11/02/19 07:30:00 PM,2.58,49.53,,,,,
7710,11/02/19 07:45:00 PM,2.82,49.32,,,,,
7711,11/02/19 08:00:00 PM,2.86,49.06,,,,,
7712,11/02/19 08:15:00 PM,2.85,48.85,,,,,
7713,11/02/19 08:30:00 PM,2.82,48.60,,,,,
7714,11/02/19 08:45:00 PM,2.79,48.38,,,,,
7715,11/02/19 09:00:00 PM,2.76,48.16,,,,,
7716,11/02/19 09:15:00 PM,2.74,47.95,,,,,
7717,11/02/19 09:30:00 PM,2.72,47.70,,,,,
7718,11/02/19 09:45:00 PM,2.70,47.48,,,,,
7719,11/02/19 10:00:00 PM,2.69,47.30,,,,,
7720,11/02/19 10:15:00 PM,2.66,47.12,,,,,
7721,11/02/19 10:30:00 PM,2.63,47.08,,,,,
7722,11/02/19 10:45:00 PM,2.60,47.08,,,,,
7723,11/02/19 11:00:00 PM,2.57,47.08,,,,,
7724,11/02/19 11:15:00 PM,2.54,47.08,,,,,
7725,11/02/19 11:30:00 PM,2.43,47.08,,,,,
7726,11/02/19 11:45:00 PM,2.37,47.08,,,,,
7727,11/03/19 12:00:00 AM,2.33,47.08,,,,,
7728,11/03/19 12:15:00 AM,2.31,47.01,,,,,
7729,11/03/19 12:30:00 AM,2.30,46.87,,,,,
7730,11/03/19 12:45:00 AM,2.30,46.69,,,,,
7731,11/03/19 01:00:00 AM,2.29,46.51,,,,,
7732,11/03/19 01:15:00 AM,2.27,46.36,,,,,
7733,11/03/19 01:30:00 AM,2.28,46.26,,,,,
7734,11/03/19 01:45:00 AM,2.24,46.22,,,,,
7735,11/03/19 02:00:00 AM,2.22,46.18,,,,,
7736,11/03/19 02:15:00 AM,2.22,46.18,,,,,
7737,11/03/19 02:30:00 AM,2.21,46.18,,,,,
7738,11/03/19 02:45:00 AM,2.16,46.18,,,,,
7739,11/03/19 03:00:00 AM,2.16,46.18,,,,,
7740,11/03/19 03:15:00 AM,2.14,46.15,,,,,
7741,11/03/19 03:30:00 AM,2.11,46.15,,,,,
7742,11/03/19 03:45:00 AM,2.08,46.15,,,,,
7743,11/03/19 04:00:00 AM,2.04,46.15,,,,,
7744,11/03/19 04:15:00 AM,2.02,46.15,,,,,
7745,11/03/19 04:30:00 AM,2.00,46.15,,,,,
7746,11/03/19 04:45:00 AM,1.97,46.15,,,,,
7747,11/03/19 05:00:00 AM,1.93,46.15,,,,,
7748,11/03/19 05:15:00 AM,1.92,46.11,,,,,
7749,11/03/19 05:30:00 AM,1.90,46.04,,,,,
7750,11/03/19 05:45:00 AM,1.88,46.00,,,,,
7751,11/03/19 06:00:00 AM,1.84,45.97,,,,,
7752,11/03/19 06:15:00 AM,1.82,45.97,,,,,
7753,11/03/19 06:30:00 AM,1.79,45.93,,,,,
7754,11/03/19 06:45:00 AM,1.77,45.93,,,,,
7755,11/03/19 07:00:00 AM,1.74,45.90,,,,,
7756,11/03/19 07:15:00 AM,1.71,45.86,,,,,
7757,11/03/19 07:30:00 AM,1.68,45.86,,,,,
7758,11/03/19 07:45:00 AM,1.62,45.86,,,,,
7759,11/03/19 08:00:00 AM,1.59,45.90,,,,,
7760,11/03/19 08:15:00 AM,1.55,45.93,,,,,
7761,11/03/19 08:30:00 AM,1.53,46.00,,,,,
7762,11/03/19 08:45:00 AM,1.52,46.11,,,,,
7763,11/03/19 09:00:00 AM,1.52,46.18,,,,,
7764,11/03/19 09:15:00 AM,1.53,46.33,,,,,
7765,11/03/19 09:30:00 AM,1.59,46.47,,,,,
7766,11/03/19 09:45:00 AM,1.75,46.65,,,,,
7767,11/03/19 10:00:00 AM,1.79,46.90,,,,,
7768,11/03/19 10:15:00 AM,1.82,47.16,,,,,
7769,11/03/19 10:30:00 AM,1.86,47.41,,,,,
7770,11/03/19 10:45:00 AM,1.90,47.59,,,,,
7771,11/03/19 11:00:00 AM,1.93,47.73,,,,,
7772,11/03/19 11:15:00 AM,1.96,47.88,,,,,
7773,11/03/19 11:30:00 AM,2.00,48.02,,,,,
7774,11/03/19 11:45:00 AM,2.03,48.27,,,,,
7775,11/03/19 12:00:00 PM,2.07,48.67,,,,,
7776,11/03/19 12:15:00 PM,2.09,49.28,,,,,
7777,11/03/19 12:30:00 PM,2.15,50.07,,,,,
7778,11/03/19 12:45:00 PM,2.16,51.01,,,,,
7779,11/03/19 01:00:00 PM,2.18,52.02,,,,,
7780,11/03/19 01:15:00 PM,2.20,52.99,,,,,
7781,11/03/19 01:30:00 PM,2.22,53.82,,,,,
7782,11/03/19 01:45:00 PM,2.27,54.46,,,,,
7783,11/03/19 02:00:00 PM,2.29,55.00,,,,,
7784,11/03/19 02:15:00 PM,2.30,55.44,,,,,
7785,11/03/19 02:30:00 PM,2.29,55.62,,,,,
7786,11/03/19 02:45:00 PM,2.25,55.62,,,,,
7787,11/03/19 03:00:00 PM,2.21,55.54,,,,,
7788,11/03/19 03:15:00 PM,2.17,55.58,,,,,
7789,11/03/19 03:30:00 PM,2.11,55.76,,,,,
7790,11/03/19 03:45:00 PM,2.05,55.98,,,,,
7791,11/03/19 04:00:00 PM,1.97,56.01,,,,,
7792,11/03/19 04:15:00 PM,1.89,55.94,,,,,
7793,11/03/19 04:30:00 PM,1.80,55.83,,,,,
7794,11/03/19 04:45:00 PM,1.75,55.65,,,,,
7795,11/03/19 05:00:00 PM,1.69,55.40,,,,,
7796,11/03/19 05:15:00 PM,1.63,55.08,,,,,
7797,11/03/19 05:30:00 PM,1.57,54.79,,,,,
7798,11/03/19 05:45:00 PM,1.54,54.46,,,,,
7799,11/03/19 06:00:00 PM,1.51,54.18,,,,,
7800,11/03/19 06:15:00 PM,1.47,53.89,,,,,
7801,11/03/19 06:30:00 PM,1.42,53.64,,,,,
7802,11/03/19 06:45:00 PM,1.38,53.38,,,,,
7803,11/03/19 07:00:00 PM,1.34,53.06,,,,,
7804,11/03/19 07:15:00 PM,1.32,52.77,,,,,
7805,11/03/19 07:30:00 PM,1.28,52.45,,,,,
7806,11/03/19 07:45:00 PM,1.24,52.20,,,,,
7807,11/03/19 08:00:00 PM,1.21,51.94,,,,,
7808,11/03/19 08:15:00 PM,1.16,51.76,,,,,
7809,11/03/19 08:30:00 PM,1.11,51.62,,,,,
7810,11/03/19 08:45:00 PM,1.05,51.51,,,,,
7811,11/03/19 09:00:00 PM,0.99,51.37,,,,,
7812,11/03/19 09:15:00 PM,0.94,51.26,,,,,
7813,11/03/19 09:30:00 PM,0.90,51.12,,,,,
7814,11/03/19 09:45:00 PM,0.84,51.01,,,,,
7815,11/03/19 10:00:00 PM,0.79,50.90,,,,,
7816,11/03/19 10:15:00 PM,0.73,50.76,,,,,
7817,11/03/19 10:30:00 PM,0.65,50.61,,,,,
7818,11/03/19 10:45:00 PM,0.58,50.50,,,,,
7819,11/03/19 11:00:00 PM,0.55,50.40,,,,,
7820,11/03/19 11:15:00 PM,0.52,50.25,,,,,
7821,11/03/19 11:30:00 PM,0.51,50.14,,,,,
7822,11/03/19 11:45:00 PM,0.52,49.96,,,,,
7823,11/04/19 12:00:00 AM,0.52,49.82,,,,,
7824,11/04/19 12:15:00 AM,0.52,49.71,,,,,
7825,11/04/19 12:30:00 AM,0.52,49.64,,,,,
7826,11/04/19 12:45:00 AM,0.52,49.57,,,,,
7827,11/04/19 01:00:00 AM,0.49,49.53,,,,,
7828,11/04/19 01:15:00 AM,0.47,49.53,,,,,
7829,11/04/19 01:30:00 AM,0.45,49.50,,,,,
7830,11/04/19 01:45:00 AM,0.44,49.46,,,,,
7831,11/04/19 02:00:00 AM,0.42,49.39,,,,,
7832,11/04/19 02:15:00 AM,0.37,49.35,,,,,
7833,11/04/19 02:30:00 AM,0.35,49.32,,,,,
7834,11/04/19 02:45:00 AM,0.36,49.28,,,,,
7835,11/04/19 03:00:00 AM,0.35,49.24,,,,,
7836,11/04/19 03:15:00 AM,0.31,49.24,,,,,
7837,11/04/19 03:30:00 AM,0.27,49.17,,,,,
7838,11/04/19 03:45:00 AM,0.22,49.10,,,,,
7839,11/04/19 04:00:00 AM,0.16,48.99,,,,,
7840,11/04/19 04:15:00 AM,0.11,48.88,,,,,
7841,11/04/19 04:30:00 AM,0.08,48.78,,,,,
7842,11/04/19 04:45:00 AM,0.05,48.67,,,,,
7843,11/04/19 05:00:00 AM,0.06,48.56,,,,,
7844,11/04/19 05:15:00 AM,0.06,48.49,,,,,
7845,11/04/19 05:30:00 AM,0.04,48.38,,,,,
7846,11/04/19 05:45:00 AM,0.03,48.34,,,,,
7847,11/04/19 06:00:00 AM,0.02,48.31,,,,,
7848,11/04/19 06:15:00 AM,0.01,48.27,,,,,
7849,11/04/19 06:30:00 AM,0.01,48.24,,,,,
7850,11/04/19 06:45:00 AM,0.01,48.20,,,,,
7851,11/04/19 07:00:00 AM,0.00,48.16,,,,,
7852,11/04/19 07:15:00 AM,0.00,48.13,,,,,
7853,11/04/19 07:30:00 AM,0.00,48.06,,,,,
7854,11/04/19 07:45:00 AM,0.00,47.98,,,,,
7855,11/04/19 08:00:00 AM,0.00,47.91,,,,,
7856,11/04/19 08:15:00 AM,0.00,47.91,,,,,
7857,11/04/19 08:30:00 AM,0.00,47.95,,,,,
7858,11/04/19 08:45:00 AM,0.00,48.06,,,,,
7859,11/04/19 09:00:00 AM,0.00,48.16,,,,,
7860,11/04/19 09:15:00 AM,0.00,48.31,,,,,
7861,11/04/19 09:30:00 AM,0.00,48.49,,,,,
7862,11/04/19 09:45:00 AM,0.00,48.70,,,,,
7863,11/04/19 10:00:00 AM,0.00,48.81,,,,,
7864,11/04/19 10:15:00 AM,0.00,48.88,,,,,
7865,11/04/19 10:30:00 AM,-0.01,49.03,,,,,
7866,11/04/19 10:45:00 AM,-0.01,49.21,,,,,
7867,11/04/19 11:00:00 AM,-0.01,49.42,,,,,
7868,11/04/19 11:15:00 AM,-0.01,49.68,,,,,
7869,11/04/19 11:30:00 AM,-0.01,49.89,,,,,
7870,11/04/19 11:45:00 AM,-0.01,50.07,,,,,
7871,11/04/19 12:00:00 PM,0.00,50.29,,,,,
7872,11/04/19 12:15:00 PM,0.00,50.50,,,,,
7873,11/04/19 12:30:00 PM,0.00,50.72,,,,,
7874,11/04/19 12:45:00 PM,-0.01,51.04,,,,,
7875,11/04/19 01:00:00 PM,-0.01,51.51,,,,,
7876,11/04/19 01:15:00 PM,-0.01,51.98,,,,,
7877,11/04/19 01:30:00 PM,-0.01,52.45,,,,,
7878,11/04/19 01:45:00 PM,-0.02,52.92,,,,,
7879,11/04/19 02:00:00 PM,-0.02,53.31,,,,,
7880,11/04/19 02:15:00 PM,0.00,53.56,,,,,
7881,11/04/19 02:30:00 PM,0.00,53.71,,,,,
7882,11/04/19 02:45:00 PM,0.00,53.85,,,,,
7883,11/04/19 03:00:00 PM,0.00,54.07,,,,,
7884,11/04/19 03:15:00 PM,0.01,54.25,,,,,
7885,11/04/19 03:30:00 PM,0.00,54.46,,,,,
7886,11/04/19 03:45:00 PM,0.00,54.54,,,,,
7887,11/04/19 04:00:00 PM,0.00,54.43,,,,,
7888,11/04/19 04:15:00 PM,0.00,54.25,,,,,
7889,11/04/19 04:30:00 PM,0.00,54.03,,,,,
7890,11/04/19 04:45:00 PM,0.03,53.82,,,,,
7891,11/04/19 05:00:00 PM,0.06,53.60,,,,,
7892,11/04/19 05:15:00 PM,0.07,53.42,,,,,
7893,11/04/19 05:30:00 PM,0.03,53.24,,,,,
7894,11/04/19 05:45:00 PM,0.01,53.10,,,,,
7895,11/04/19 06:00:00 PM,0.01,52.95,,,,,
7896,11/04/19 06:15:00 PM,0.14,52.81,,,,,
7897,11/04/19 06:30:00 PM,0.15,52.66,,,,,
7898,11/04/19 06:45:00 PM,0.05,52.56,,,,,
7899,11/04/19 07:00:00 PM,0.03,52.41,,,,,
7900,11/04/19 07:15:00 PM,0.00,52.27,,,,,
7901,11/04/19 07:30:00 PM,-0.01,52.12,,,,,
7902,11/04/19 07:45:00 PM,0.00,51.98,,,,,
7903,11/04/19 08:00:00 PM,-0.01,51.80,,,,,
7904,11/04/19 08:15:00 PM,-0.02,51.69,,,,,
7905,11/04/19 08:30:00 PM,-0.03,51.55,,,,,
7906,11/04/19 08:45:00 PM,-0.03,51.40,,,,,
