"Plot Title: DO_3"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645538, SEN S/N: 20645538)","Temp, °F (LGR S/N: 20645538, SEN S/N: 20645538)","Coupler Attached (LGR S/N: 20645538)","Host Connected (LGR S/N: 20645538)","Coupler Detached (LGR S/N: 20645538)","End Of File (LGR S/N: 20645538)"
948,07/22/19 11:30:00 AM,7.41,45.32,,,,
949,07/22/19 11:45:00 AM,7.36,45.68,,,,
950,07/22/19 12:00:00 PM,7.34,45.93,,,,
951,07/22/19 12:15:00 PM,7.32,46.15,,,,
952,07/22/19 12:30:00 PM,7.29,46.44,,,,
953,07/22/19 12:45:00 PM,7.25,46.76,,,,
954,07/22/19 01:00:00 PM,7.23,47.05,,,,
955,07/22/19 01:15:00 PM,7.20,47.34,,,,
956,07/22/19 01:30:00 PM,7.17,47.59,,,,
957,07/22/19 01:45:00 PM,7.16,47.66,,,,
958,07/22/19 02:00:00 PM,7.14,47.95,,,,
959,07/22/19 02:15:00 PM,7.09,48.34,,,,
960,07/22/19 02:30:00 PM,7.04,48.74,,,,
961,07/22/19 02:45:00 PM,7.02,48.92,,,,
962,07/22/19 03:00:00 PM,7.00,49.21,,,,
963,07/22/19 03:15:00 PM,6.95,49.71,,,,
964,07/22/19 03:30:00 PM,6.93,49.78,,,,
965,07/22/19 03:45:00 PM,6.93,49.71,,,,
966,07/22/19 04:00:00 PM,6.94,49.60,,,,
967,07/22/19 04:15:00 PM,6.95,49.53,,,,
968,07/22/19 04:30:00 PM,6.96,49.39,,,,
969,07/22/19 04:45:00 PM,6.97,49.21,,,,
970,07/22/19 05:00:00 PM,6.99,48.99,,,,
971,07/22/19 05:15:00 PM,7.01,48.78,,,,
972,07/22/19 05:30:00 PM,7.03,48.56,,,,
973,07/22/19 05:45:00 PM,7.06,48.34,,,,
974,07/22/19 06:00:00 PM,7.08,48.13,,,,
975,07/22/19 06:15:00 PM,7.10,47.88,,,,
976,07/22/19 06:30:00 PM,7.14,47.66,,,,
977,07/22/19 06:45:00 PM,7.16,47.48,,,,
978,07/22/19 07:00:00 PM,7.17,47.26,,,,
979,07/22/19 07:15:00 PM,7.19,47.05,,,,
980,07/22/19 07:30:00 PM,7.21,46.87,,,,
981,07/22/19 07:45:00 PM,7.23,46.69,,,,
982,07/22/19 08:00:00 PM,7.25,46.51,,,,
983,07/22/19 08:15:00 PM,7.27,46.36,,,,
984,07/22/19 08:30:00 PM,7.28,46.22,,,,
985,07/22/19 08:45:00 PM,7.30,46.08,,,,
986,07/22/19 09:00:00 PM,7.31,45.97,,,,
987,07/22/19 09:15:00 PM,7.32,45.82,,,,
988,07/22/19 09:30:00 PM,7.34,45.72,,,,
989,07/22/19 09:45:00 PM,7.35,45.54,,,,
990,07/22/19 10:00:00 PM,7.38,45.32,,,,
991,07/22/19 10:15:00 PM,7.42,45.14,,,,
992,07/22/19 10:30:00 PM,7.47,44.85,,,,
993,07/22/19 10:45:00 PM,7.48,44.67,,,,
994,07/22/19 11:00:00 PM,7.48,44.60,,,,
995,07/22/19 11:15:00 PM,7.49,44.53,,,,
996,07/22/19 11:30:00 PM,7.50,44.46,,,,
997,07/22/19 11:45:00 PM,7.52,44.38,,,,
998,07/23/19 12:00:00 AM,7.52,44.31,,,,
999,07/23/19 12:15:00 AM,7.52,44.28,,,,
1000,07/23/19 12:30:00 AM,7.52,44.20,,,,
1001,07/23/19 12:45:00 AM,7.53,44.13,,,,
1002,07/23/19 01:00:00 AM,7.54,44.06,,,,
1003,07/23/19 01:15:00 AM,7.54,43.99,,,,
1004,07/23/19 01:30:00 AM,7.54,43.92,,,,
1005,07/23/19 01:45:00 AM,7.56,43.81,,,,
1006,07/23/19 02:00:00 AM,7.55,43.74,,,,
1007,07/23/19 02:15:00 AM,7.56,43.66,,,,
1008,07/23/19 02:30:00 AM,7.57,43.59,,,,
1009,07/23/19 02:45:00 AM,7.58,43.48,,,,
1010,07/23/19 03:00:00 AM,7.58,43.38,,,,
1011,07/23/19 03:15:00 AM,7.59,43.30,,,,
1012,07/23/19 03:30:00 AM,7.59,43.23,,,,
1013,07/23/19 03:45:00 AM,7.60,43.12,,,,
1014,07/23/19 04:00:00 AM,7.61,43.02,,,,
1015,07/23/19 04:15:00 AM,7.62,42.94,,,,
1016,07/23/19 04:30:00 AM,7.63,42.87,,,,
1017,07/23/19 04:45:00 AM,7.64,42.80,,,,
1018,07/23/19 05:00:00 AM,7.65,42.73,,,,
1019,07/23/19 05:15:00 AM,7.65,42.66,,,,
1020,07/23/19 05:30:00 AM,7.65,42.58,,,,
1021,07/23/19 05:45:00 AM,7.66,42.51,,,,
1022,07/23/19 06:00:00 AM,7.66,42.48,,,,
1023,07/23/19 06:15:00 AM,7.68,42.37,,,,
1024,07/23/19 06:30:00 AM,7.68,42.30,,,,
1025,07/23/19 06:45:00 AM,7.69,42.22,,,,
1026,07/23/19 07:00:00 AM,7.70,42.19,,,,
1027,07/23/19 07:15:00 AM,7.70,42.12,,,,
1028,07/23/19 07:30:00 AM,7.71,42.12,,,,
1029,07/23/19 07:45:00 AM,7.71,42.12,,,,
1030,07/23/19 08:00:00 AM,7.70,42.15,,,,
1031,07/23/19 08:15:00 AM,7.70,42.22,,,,
1032,07/23/19 08:30:00 AM,7.70,42.30,,,,
1033,07/23/19 08:45:00 AM,7.71,42.33,,,,
1034,07/23/19 09:00:00 AM,7.71,42.44,,,,
1035,07/23/19 09:15:00 AM,7.71,42.48,,,,
1036,07/23/19 09:30:00 AM,7.73,42.44,,,,
1037,07/23/19 09:45:00 AM,7.73,42.48,,,,
1038,07/23/19 10:00:00 AM,7.73,42.51,,,,
1039,07/23/19 10:15:00 AM,7.74,42.58,,,,
1040,07/23/19 10:30:00 AM,7.74,42.69,,,,
1041,07/23/19 10:45:00 AM,7.73,42.80,,,,
1042,07/23/19 11:00:00 AM,7.72,43.05,,,,
1043,07/23/19 11:15:00 AM,7.66,43.63,,,,
1044,07/23/19 11:30:00 AM,7.57,44.24,,,,
1045,07/23/19 11:45:00 AM,7.53,44.67,,,,
1046,07/23/19 12:00:00 PM,7.51,44.78,,,,
1047,07/23/19 12:15:00 PM,7.52,44.74,,,,
1048,07/23/19 12:30:00 PM,7.50,44.85,,,,
1049,07/23/19 12:45:00 PM,7.47,45.10,,,,
1050,07/23/19 12:50:44 PM,,,Logged,,,
1051,07/23/19 12:50:52 PM,,,,Logged,,
1052,07/23/19 12:51:23 PM,,,,,Logged,
1053,07/23/19 01:00:00 PM,7.54,45.46,,,,
1054,07/23/19 01:15:00 PM,7.43,45.82,,,,
1055,07/23/19 01:30:00 PM,7.38,46.18,,,,
1056,07/23/19 01:45:00 PM,7.35,46.58,,,,
1057,07/23/19 02:00:00 PM,7.31,47.01,,,,
1058,07/23/19 02:15:00 PM,7.27,47.34,,,,
1059,07/23/19 02:30:00 PM,7.25,47.48,,,,
1060,07/23/19 02:45:00 PM,7.24,47.52,,,,
1061,07/23/19 03:00:00 PM,7.22,47.59,,,,
1062,07/23/19 03:15:00 PM,7.24,47.55,,,,
1063,07/23/19 03:30:00 PM,7.25,47.44,,,,
1064,07/23/19 03:45:00 PM,7.24,47.34,,,,
1065,07/23/19 04:00:00 PM,7.26,47.23,,,,
1066,07/23/19 04:15:00 PM,7.25,47.12,,,,
1067,07/23/19 04:30:00 PM,7.25,47.05,,,,
1068,07/23/19 04:45:00 PM,7.26,46.94,,,,
1069,07/23/19 05:00:00 PM,7.29,46.83,,,,
1070,07/23/19 05:15:00 PM,7.30,46.69,,,,
1071,07/23/19 05:30:00 PM,7.32,46.54,,,,
1072,07/23/19 05:45:00 PM,7.34,46.40,,,,
1073,07/23/19 06:00:00 PM,7.38,46.26,,,,
1074,07/23/19 06:15:00 PM,7.42,46.08,,,,
1075,07/23/19 06:30:00 PM,7.46,45.86,,,,
1076,07/23/19 06:45:00 PM,7.49,45.64,,,,
1077,07/23/19 07:00:00 PM,7.51,45.50,,,,
1078,07/23/19 07:15:00 PM,7.55,45.36,,,,
1079,07/23/19 07:30:00 PM,7.53,45.21,,,,
1080,07/23/19 07:45:00 PM,7.55,45.10,,,,
1081,07/23/19 08:00:00 PM,7.55,44.96,,,,
1082,07/23/19 08:15:00 PM,7.57,44.85,,,,
1083,07/23/19 08:30:00 PM,7.57,44.74,,,,
1084,07/23/19 08:45:00 PM,7.57,44.60,,,,
1085,07/23/19 09:00:00 PM,7.60,44.46,,,,
1086,07/23/19 09:15:00 PM,7.63,44.31,,,,
1087,07/23/19 09:30:00 PM,7.65,44.20,,,,
1088,07/23/19 09:45:00 PM,7.66,44.10,,,,
1089,07/23/19 10:00:00 PM,7.65,43.99,,,,
1090,07/23/19 10:15:00 PM,7.64,43.92,,,,
1091,07/23/19 10:30:00 PM,7.64,43.84,,,,
1092,07/23/19 10:45:00 PM,7.66,43.74,,,,
1093,07/23/19 11:00:00 PM,7.67,43.63,,,,
1094,07/23/19 11:15:00 PM,7.66,43.56,,,,
1095,07/23/19 11:30:00 PM,7.64,43.45,,,,
1096,07/23/19 11:45:00 PM,7.63,43.38,,,,
1097,07/24/19 12:00:00 AM,7.65,43.27,,,,
1098,07/24/19 12:15:00 AM,7.66,43.20,,,,
1099,07/24/19 12:30:00 AM,7.64,43.09,,,,
1100,07/24/19 12:45:00 AM,7.65,42.98,,,,
1101,07/24/19 01:00:00 AM,7.66,42.91,,,,
1102,07/24/19 01:15:00 AM,7.67,42.80,,,,
1103,07/24/19 01:30:00 AM,7.69,42.69,,,,
1104,07/24/19 01:45:00 AM,7.71,42.62,,,,
1105,07/24/19 02:00:00 AM,7.73,42.58,,,,
1106,07/24/19 02:15:00 AM,7.75,42.51,,,,
1107,07/24/19 02:30:00 AM,7.72,42.48,,,,
1108,07/24/19 02:45:00 AM,7.76,42.40,,,,
1109,07/24/19 03:00:00 AM,7.73,42.33,,,,
1110,07/24/19 03:15:00 AM,7.75,42.30,,,,
1111,07/24/19 03:30:00 AM,7.79,42.26,,,,
1112,07/24/19 03:45:00 AM,7.79,42.22,,,,
1113,07/24/19 04:00:00 AM,7.79,42.19,,,,
1114,07/24/19 04:15:00 AM,7.83,42.15,,,,
1115,07/24/19 04:30:00 AM,7.84,42.12,,,,
1116,07/24/19 04:45:00 AM,7.86,42.08,,,,
1117,07/24/19 05:00:00 AM,7.86,42.01,,,,
1118,07/24/19 05:15:00 AM,7.90,41.97,,,,
1119,07/24/19 05:30:00 AM,7.92,41.94,,,,
1120,07/24/19 05:45:00 AM,7.91,41.86,,,,
1121,07/24/19 06:00:00 AM,7.91,41.83,,,,
1122,07/24/19 06:15:00 AM,7.94,41.79,,,,
1123,07/24/19 06:30:00 AM,7.95,41.72,,,,
1124,07/24/19 06:45:00 AM,7.92,41.68,,,,
1125,07/24/19 07:00:00 AM,7.94,41.65,,,,
1126,07/24/19 07:15:00 AM,7.94,41.65,,,,
1127,07/24/19 07:30:00 AM,7.95,41.65,,,,
1128,07/24/19 07:45:00 AM,7.96,41.65,,,,
1129,07/24/19 08:00:00 AM,7.96,41.68,,,,
1130,07/24/19 08:15:00 AM,7.97,41.72,,,,
1131,07/24/19 08:30:00 AM,7.97,41.76,,,,
1132,07/24/19 08:45:00 AM,7.96,41.90,,,,
1133,07/24/19 09:00:00 AM,7.93,42.08,,,,
1134,07/24/19 09:15:00 AM,7.93,42.30,,,,
1135,07/24/19 09:30:00 AM,7.90,42.51,,,,
1136,07/24/19 09:45:00 AM,7.84,42.66,,,,
1137,07/24/19 10:00:00 AM,7.78,42.76,,,,
1138,07/24/19 10:15:00 AM,7.72,42.91,,,,
1139,07/24/19 10:30:00 AM,7.69,43.05,,,,
1140,07/24/19 10:45:00 AM,7.67,43.20,,,,
1141,07/24/19 11:00:00 AM,7.66,43.38,,,,
1142,07/24/19 11:15:00 AM,7.65,43.59,,,,
1143,07/24/19 11:30:00 AM,7.62,43.81,,,,
1144,07/24/19 11:45:00 AM,7.59,44.06,,,,
1145,07/24/19 12:00:00 PM,7.61,44.17,,,,
1146,07/24/19 12:15:00 PM,7.57,44.49,,,,
1147,07/24/19 12:30:00 PM,7.54,44.78,,,,
1148,07/24/19 12:45:00 PM,7.52,44.92,,,,
1149,07/24/19 01:00:00 PM,7.51,45.07,,,,
1150,07/24/19 01:15:00 PM,7.49,45.43,,,,
1151,07/24/19 01:30:00 PM,7.43,45.90,,,,
1152,07/24/19 01:45:00 PM,7.38,46.51,,,,
1153,07/24/19 02:00:00 PM,7.28,47.37,,,,
1154,07/24/19 02:15:00 PM,7.25,47.70,,,,
1155,07/24/19 02:30:00 PM,7.21,48.02,,,,
1156,07/24/19 02:45:00 PM,7.20,48.16,,,,
1157,07/24/19 03:00:00 PM,7.19,48.24,,,,
1158,07/24/19 03:15:00 PM,7.18,48.24,,,,
1159,07/24/19 03:30:00 PM,7.19,48.09,,,,
1160,07/24/19 03:45:00 PM,7.23,47.98,,,,
1161,07/24/19 04:00:00 PM,7.28,48.16,,,,
1162,07/24/19 04:15:00 PM,7.21,48.45,,,,
1163,07/24/19 04:30:00 PM,7.19,48.56,,,,
1164,07/24/19 04:45:00 PM,7.19,48.52,,,,
1165,07/24/19 05:00:00 PM,7.19,48.34,,,,
1166,07/24/19 05:15:00 PM,7.19,48.42,,,,
1167,07/24/19 05:30:00 PM,7.18,48.42,,,,
1168,07/24/19 05:45:00 PM,7.19,48.34,,,,
1169,07/24/19 06:00:00 PM,7.20,48.09,,,,
1170,07/24/19 06:15:00 PM,7.23,47.73,,,,
1171,07/24/19 06:30:00 PM,7.26,47.37,,,,
1172,07/24/19 06:45:00 PM,7.28,47.05,,,,
1173,07/24/19 07:00:00 PM,7.30,46.72,,,,
1174,07/24/19 07:15:00 PM,7.33,46.36,,,,
1175,07/24/19 07:30:00 PM,7.37,45.97,,,,
1176,07/24/19 07:45:00 PM,7.41,45.54,,,,
1177,07/24/19 08:00:00 PM,7.46,45.18,,,,
1178,07/24/19 08:15:00 PM,7.50,44.85,,,,
1179,07/24/19 08:30:00 PM,7.53,44.53,,,,
1180,07/24/19 08:45:00 PM,7.56,44.24,,,,
1181,07/24/19 09:00:00 PM,7.58,44.10,,,,
1182,07/24/19 09:15:00 PM,7.57,44.02,,,,
1183,07/24/19 09:30:00 PM,7.58,43.95,,,,
1184,07/24/19 09:45:00 PM,7.58,43.88,,,,
1185,07/24/19 10:00:00 PM,7.60,43.77,,,,
1186,07/24/19 10:15:00 PM,7.60,43.66,,,,
1187,07/24/19 10:30:00 PM,7.61,43.59,,,,
1188,07/24/19 10:45:00 PM,7.61,43.52,,,,
1189,07/24/19 11:00:00 PM,7.63,43.45,,,,
1190,07/24/19 11:15:00 PM,7.63,43.38,,,,
1191,07/24/19 11:30:00 PM,7.63,43.30,,,,
1192,07/24/19 11:45:00 PM,7.63,43.23,,,,
1193,07/25/19 12:00:00 AM,7.64,43.16,,,,
1194,07/25/19 12:15:00 AM,7.65,43.09,,,,
1195,07/25/19 12:30:00 AM,7.65,42.98,,,,
1196,07/25/19 12:45:00 AM,7.66,42.91,,,,
1197,07/25/19 01:00:00 AM,7.67,42.80,,,,
1198,07/25/19 01:15:00 AM,7.67,42.73,,,,
1199,07/25/19 01:30:00 AM,7.67,42.66,,,,
1200,07/25/19 01:45:00 AM,7.69,42.62,,,,
1201,07/25/19 02:00:00 AM,7.68,42.55,,,,
1202,07/25/19 02:15:00 AM,7.69,42.48,,,,
1203,07/25/19 02:30:00 AM,7.69,42.40,,,,
1204,07/25/19 02:45:00 AM,7.69,42.33,,,,
1205,07/25/19 03:00:00 AM,7.68,42.26,,,,
1206,07/25/19 03:15:00 AM,7.71,42.22,,,,
1207,07/25/19 03:30:00 AM,7.71,42.19,,,,
1208,07/25/19 03:45:00 AM,7.71,42.12,,,,
1209,07/25/19 04:00:00 AM,7.72,42.04,,,,
1210,07/25/19 04:15:00 AM,7.72,41.97,,,,
1211,07/25/19 04:30:00 AM,7.73,41.94,,,,
1212,07/25/19 04:45:00 AM,7.74,41.86,,,,
1213,07/25/19 05:00:00 AM,7.74,41.79,,,,
1214,07/25/19 05:15:00 AM,7.75,41.76,,,,
1215,07/25/19 05:30:00 AM,7.76,41.68,,,,
1216,07/25/19 05:45:00 AM,7.76,41.61,,,,
1217,07/25/19 06:00:00 AM,7.76,41.54,,,,
1218,07/25/19 06:15:00 AM,7.78,41.47,,,,
1219,07/25/19 06:30:00 AM,7.79,41.43,,,,
1220,07/25/19 06:45:00 AM,7.80,41.36,,,,
1221,07/25/19 07:00:00 AM,7.80,41.32,,,,
1222,07/25/19 07:15:00 AM,7.80,41.29,,,,
1223,07/25/19 07:30:00 AM,7.79,41.29,,,,
1224,07/25/19 07:45:00 AM,7.78,41.29,,,,
1225,07/25/19 08:00:00 AM,7.79,41.32,,,,
1226,07/25/19 08:15:00 AM,7.76,41.36,,,,
1227,07/25/19 08:30:00 AM,7.76,41.47,,,,
1228,07/25/19 08:45:00 AM,7.75,41.61,,,,
1229,07/25/19 09:00:00 AM,7.72,41.72,,,,
1230,07/25/19 09:15:00 AM,7.69,41.90,,,,
1231,07/25/19 09:30:00 AM,7.70,42.08,,,,
1232,07/25/19 09:45:00 AM,7.68,42.30,,,,
1233,07/25/19 10:00:00 AM,7.67,42.51,,,,
1234,07/25/19 10:15:00 AM,7.64,42.73,,,,
1235,07/25/19 10:30:00 AM,7.61,42.94,,,,
1236,07/25/19 10:45:00 AM,7.58,43.23,,,,
1237,07/25/19 11:00:00 AM,7.56,43.56,,,,
1238,07/25/19 11:15:00 AM,7.51,43.99,,,,
1239,07/25/19 11:30:00 AM,7.48,44.38,,,,
1240,07/25/19 11:45:00 AM,7.41,44.89,,,,
1241,07/25/19 12:00:00 PM,7.37,45.39,,,,
1242,07/25/19 12:15:00 PM,7.34,45.72,,,,
1243,07/25/19 12:30:00 PM,7.33,45.79,,,,
1244,07/25/19 12:45:00 PM,7.34,45.72,,,,
1245,07/25/19 01:00:00 PM,7.36,45.72,,,,
1246,07/25/19 01:15:00 PM,7.35,45.86,,,,
1247,07/25/19 01:30:00 PM,7.32,46.11,,,,
1248,07/25/19 01:45:00 PM,7.30,46.40,,,,
1249,07/25/19 02:00:00 PM,7.26,46.72,,,,
1250,07/25/19 02:15:00 PM,7.22,47.08,,,,
1251,07/25/19 02:30:00 PM,7.19,47.34,,,,
1252,07/25/19 02:45:00 PM,7.18,47.55,,,,
1253,07/25/19 03:00:00 PM,7.14,47.98,,,,
1254,07/25/19 03:15:00 PM,7.09,48.16,,,,
1255,07/25/19 03:30:00 PM,7.08,48.27,,,,
1256,07/25/19 03:45:00 PM,7.06,48.42,,,,
1257,07/25/19 04:00:00 PM,7.03,48.38,,,,
1258,07/25/19 04:15:00 PM,7.01,48.38,,,,
1259,07/25/19 04:30:00 PM,6.98,48.27,,,,
1260,07/25/19 04:45:00 PM,7.01,48.09,,,,
1261,07/25/19 05:00:00 PM,7.07,47.95,,,,
1262,07/25/19 05:15:00 PM,7.06,47.77,,,,
1263,07/25/19 05:30:00 PM,7.12,47.62,,,,
1264,07/25/19 05:45:00 PM,7.16,47.48,,,,
1265,07/25/19 06:00:00 PM,7.18,47.26,,,,
1266,07/25/19 06:15:00 PM,7.17,47.01,,,,
1267,07/25/19 06:30:00 PM,7.17,46.80,,,,
1268,07/25/19 06:45:00 PM,7.19,46.54,,,,
1269,07/25/19 07:00:00 PM,7.18,46.33,,,,
1270,07/25/19 07:15:00 PM,7.21,46.08,,,,
1271,07/25/19 07:30:00 PM,7.24,45.86,,,,
1272,07/25/19 07:45:00 PM,7.21,45.68,,,,
1273,07/25/19 08:00:00 PM,7.20,45.50,,,,
1274,07/25/19 08:15:00 PM,7.21,45.32,,,,
1275,07/25/19 08:30:00 PM,7.24,45.18,,,,
1276,07/25/19 08:45:00 PM,7.24,45.03,,,,
1277,07/25/19 09:00:00 PM,7.29,44.89,,,,
1278,07/25/19 09:15:00 PM,7.28,44.74,,,,
1279,07/25/19 09:30:00 PM,7.31,44.60,,,,
1280,07/25/19 09:45:00 PM,7.38,44.49,,,,
1281,07/25/19 10:00:00 PM,7.37,44.35,,,,
1282,07/25/19 10:15:00 PM,7.43,44.24,,,,
1283,07/25/19 10:30:00 PM,7.46,44.13,,,,
1284,07/25/19 10:45:00 PM,7.38,44.02,,,,
1285,07/25/19 11:00:00 PM,7.36,43.95,,,,
1286,07/25/19 11:15:00 PM,7.41,43.88,,,,
1287,07/25/19 11:30:00 PM,7.40,43.81,,,,
1288,07/25/19 11:45:00 PM,7.52,43.74,,,,
1289,07/26/19 12:00:00 AM,7.53,43.66,,,,
1290,07/26/19 12:15:00 AM,7.50,43.59,,,,
1291,07/26/19 12:30:00 AM,7.50,43.52,,,,
1292,07/26/19 12:45:00 AM,7.54,43.45,,,,
1293,07/26/19 01:00:00 AM,7.53,43.41,,,,
1294,07/26/19 01:15:00 AM,7.51,43.30,,,,
1295,07/26/19 01:30:00 AM,7.55,43.23,,,,
1296,07/26/19 01:45:00 AM,7.54,43.12,,,,
1297,07/26/19 02:00:00 AM,7.51,43.05,,,,
1298,07/26/19 02:15:00 AM,7.54,42.94,,,,
1299,07/26/19 02:30:00 AM,7.54,42.87,,,,
1300,07/26/19 02:45:00 AM,7.54,42.76,,,,
1301,07/26/19 03:00:00 AM,7.55,42.69,,,,
1302,07/26/19 03:15:00 AM,7.58,42.62,,,,
1303,07/26/19 03:30:00 AM,7.57,42.51,,,,
1304,07/26/19 03:45:00 AM,7.54,42.44,,,,
1305,07/26/19 04:00:00 AM,7.56,42.33,,,,
1306,07/26/19 04:15:00 AM,7.56,42.26,,,,
1307,07/26/19 04:30:00 AM,7.59,42.15,,,,
1308,07/26/19 04:45:00 AM,7.60,42.04,,,,
1309,07/26/19 05:00:00 AM,7.62,41.90,,,,
1310,07/26/19 05:15:00 AM,7.64,41.72,,,,
1311,07/26/19 05:30:00 AM,7.68,41.58,,,,
1312,07/26/19 05:45:00 AM,7.67,41.50,,,,
1313,07/26/19 06:00:00 AM,7.69,41.40,,,,
1314,07/26/19 06:15:00 AM,7.68,41.36,,,,
1315,07/26/19 06:30:00 AM,7.68,41.25,,,,
1316,07/26/19 06:45:00 AM,7.70,41.22,,,,
1317,07/26/19 07:00:00 AM,7.70,41.18,,,,
1318,07/26/19 07:15:00 AM,7.71,41.18,,,,
1319,07/26/19 07:30:00 AM,7.71,41.18,,,,
1320,07/26/19 07:45:00 AM,7.74,41.18,,,,
1321,07/26/19 08:00:00 AM,7.78,41.18,,,,
1322,07/26/19 08:15:00 AM,7.78,41.25,,,,
1323,07/26/19 08:30:00 AM,7.74,41.36,,,,
1324,07/26/19 08:45:00 AM,7.72,41.47,,,,
1325,07/26/19 09:00:00 AM,7.70,41.54,,,,
1326,07/26/19 09:15:00 AM,7.70,41.68,,,,
1327,07/26/19 09:30:00 AM,7.70,41.90,,,,
1328,07/26/19 09:45:00 AM,7.65,42.22,,,,
1329,07/26/19 10:00:00 AM,7.56,42.84,,,,
1330,07/26/19 10:15:00 AM,7.51,43.34,,,,
1331,07/26/19 10:30:00 AM,7.46,43.77,,,,
1332,07/26/19 10:45:00 AM,7.39,44.17,,,,
1333,07/26/19 11:00:00 AM,7.42,44.64,,,,
1334,07/26/19 11:15:00 AM,7.36,45.00,,,,
1335,07/26/19 11:30:00 AM,7.32,45.36,,,,
1336,07/26/19 11:45:00 AM,7.32,45.57,,,,
1337,07/26/19 12:00:00 PM,7.29,45.79,,,,
1338,07/26/19 12:15:00 PM,7.24,46.22,,,,
1339,07/26/19 12:30:00 PM,7.15,46.69,,,,
1340,07/26/19 12:45:00 PM,7.17,47.12,,,,
1341,07/26/19 01:00:00 PM,7.13,47.30,,,,
1342,07/26/19 01:15:00 PM,7.14,47.62,,,,
1343,07/26/19 01:30:00 PM,7.07,48.20,,,,
1344,07/26/19 01:45:00 PM,7.07,48.70,,,,
1345,07/26/19 02:00:00 PM,7.06,49.03,,,,
1346,07/26/19 02:15:00 PM,7.03,49.46,,,,
1347,07/26/19 02:30:00 PM,7.00,49.57,,,,
1348,07/26/19 02:45:00 PM,7.04,49.46,,,,
1349,07/26/19 03:00:00 PM,6.70,49.39,,,,
1350,07/26/19 03:15:00 PM,6.76,49.50,,,,
1351,07/26/19 03:30:00 PM,6.74,49.60,,,,
1352,07/26/19 03:45:00 PM,6.72,49.64,,,,
1353,07/26/19 04:00:00 PM,6.77,49.42,,,,
1354,07/26/19 04:15:00 PM,6.74,49.24,,,,
1355,07/26/19 04:30:00 PM,6.83,49.10,,,,
1356,07/26/19 04:45:00 PM,6.93,48.85,,,,
1357,07/26/19 05:00:00 PM,6.96,48.63,,,,
1358,07/26/19 05:15:00 PM,7.01,48.34,,,,
1359,07/26/19 05:30:00 PM,7.01,48.13,,,,
1360,07/26/19 05:45:00 PM,7.03,47.88,,,,
1361,07/26/19 06:00:00 PM,7.09,47.62,,,,
1362,07/26/19 06:15:00 PM,7.12,47.34,,,,
1363,07/26/19 06:30:00 PM,7.15,47.08,,,,
1364,07/26/19 06:45:00 PM,7.17,46.83,,,,
1365,07/26/19 07:00:00 PM,7.19,46.58,,,,
1366,07/26/19 07:15:00 PM,7.19,46.36,,,,
1367,07/26/19 07:30:00 PM,7.19,46.18,,,,
1368,07/26/19 07:45:00 PM,7.21,45.97,,,,
1369,07/26/19 08:00:00 PM,7.25,45.79,,,,
1370,07/26/19 08:15:00 PM,7.27,45.57,,,,
1371,07/26/19 08:30:00 PM,7.28,45.36,,,,
1372,07/26/19 08:45:00 PM,7.32,45.14,,,,
1373,07/26/19 09:00:00 PM,7.35,44.92,,,,
1374,07/26/19 09:15:00 PM,7.37,44.74,,,,
1375,07/26/19 09:30:00 PM,7.39,44.56,,,,
1376,07/26/19 09:45:00 PM,7.46,44.42,,,,
1377,07/26/19 10:00:00 PM,7.45,44.28,,,,
1378,07/26/19 10:15:00 PM,7.43,44.13,,,,
1379,07/26/19 10:30:00 PM,7.47,43.99,,,,
1380,07/26/19 10:45:00 PM,7.49,43.84,,,,
1381,07/26/19 11:00:00 PM,7.54,43.70,,,,
1382,07/26/19 11:15:00 PM,7.54,43.59,,,,
1383,07/26/19 11:30:00 PM,7.57,43.45,,,,
1384,07/26/19 11:45:00 PM,7.53,43.34,,,,
1385,07/27/19 12:00:00 AM,7.58,43.27,,,,
1386,07/27/19 12:15:00 AM,7.61,43.12,,,,
1387,07/27/19 12:30:00 AM,7.62,43.02,,,,
1388,07/27/19 12:45:00 AM,7.64,42.91,,,,
1389,07/27/19 01:00:00 AM,7.63,42.80,,,,
1390,07/27/19 01:15:00 AM,7.63,42.69,,,,
1391,07/27/19 01:30:00 AM,7.64,42.62,,,,
1392,07/27/19 01:45:00 AM,7.63,42.51,,,,
1393,07/27/19 02:00:00 AM,7.64,42.44,,,,
1394,07/27/19 02:15:00 AM,7.65,42.37,,,,
1395,07/27/19 02:30:00 AM,7.67,42.30,,,,
1396,07/27/19 02:45:00 AM,7.66,42.22,,,,
1397,07/27/19 03:00:00 AM,7.64,42.15,,,,
1398,07/27/19 03:15:00 AM,7.71,42.12,,,,
1399,07/27/19 03:30:00 AM,7.67,42.01,,,,
1400,07/27/19 03:45:00 AM,7.70,41.94,,,,
1401,07/27/19 04:00:00 AM,7.66,41.86,,,,
1402,07/27/19 04:15:00 AM,7.68,41.79,,,,
1403,07/27/19 04:30:00 AM,7.68,41.76,,,,
1404,07/27/19 04:45:00 AM,7.69,41.68,,,,
1405,07/27/19 05:00:00 AM,7.67,41.65,,,,
1406,07/27/19 05:15:00 AM,7.67,41.58,,,,
1407,07/27/19 05:30:00 AM,7.70,41.50,,,,
1408,07/27/19 05:45:00 AM,7.67,41.47,,,,
1409,07/27/19 06:00:00 AM,7.66,41.40,,,,
