"Plot Title: DO_03"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20645538, SEN S/N: 20645538)","Temp, °C (LGR S/N: 20645538, SEN S/N: 20645538)","Coupler Attached (LGR S/N: 20645538)","Host Connected (LGR S/N: 20645538)","End Of File (LGR S/N: 20645538)"
983,06/12/22 09:00:00 PM,8.16,4.98,,,
984,06/12/22 09:15:00 PM,8.15,4.92,,,
985,06/12/22 09:30:00 PM,8.19,4.82,,,
986,06/12/22 09:45:00 PM,8.24,4.70,,,
987,06/12/22 10:00:00 PM,8.25,4.66,,,
988,06/12/22 10:15:00 PM,8.28,4.58,,,
989,06/12/22 10:30:00 PM,8.29,4.52,,,
990,06/12/22 10:45:00 PM,8.31,4.48,,,
991,06/12/22 11:00:00 PM,8.32,4.48,,,
992,06/12/22 11:15:00 PM,8.32,4.42,,,
993,06/12/22 11:30:00 PM,8.31,4.44,,,
994,06/12/22 11:45:00 PM,8.33,4.38,,,
995,06/13/22 12:00:00 AM,8.34,4.38,,,
996,06/13/22 12:15:00 AM,8.34,4.32,,,
997,06/13/22 12:30:00 AM,8.34,4.26,,,
998,06/13/22 12:45:00 AM,8.34,4.22,,,
999,06/13/22 01:00:00 AM,8.35,4.16,,,
1000,06/13/22 01:15:00 AM,8.36,4.08,,,
1001,06/13/22 01:30:00 AM,8.37,4.02,,,
1002,06/13/22 01:45:00 AM,8.37,3.96,,,
1003,06/13/22 02:00:00 AM,8.38,3.92,,,
1004,06/13/22 02:15:00 AM,8.38,3.90,,,
1005,06/13/22 02:30:00 AM,8.38,3.88,,,
1006,06/13/22 02:45:00 AM,8.38,3.88,,,
1007,06/13/22 03:00:00 AM,8.39,3.80,,,
1008,06/13/22 03:15:00 AM,8.42,3.70,,,
1009,06/13/22 03:30:00 AM,8.41,3.72,,,
1010,06/13/22 03:45:00 AM,8.40,3.72,,,
1011,06/13/22 04:00:00 AM,8.41,3.68,,,
1012,06/13/22 04:15:00 AM,8.39,3.74,,,
1013,06/13/22 04:30:00 AM,8.38,3.76,,,
1014,06/13/22 04:45:00 AM,8.38,3.80,,,
1015,06/13/22 05:00:00 AM,8.38,3.76,,,
1016,06/13/22 05:15:00 AM,8.39,3.72,,,
1017,06/13/22 05:30:00 AM,8.40,3.70,,,
1018,06/13/22 05:45:00 AM,8.40,3.70,,,
1019,06/13/22 06:00:00 AM,8.42,3.66,,,
1020,06/13/22 06:15:00 AM,8.44,3.58,,,
1021,06/13/22 06:30:00 AM,8.46,3.56,,,
1022,06/13/22 06:45:00 AM,8.49,3.62,,,
1023,06/13/22 07:00:00 AM,8.48,3.60,,,
1024,06/13/22 07:15:00 AM,8.51,3.52,,,
1025,06/13/22 07:30:00 AM,8.46,3.46,,,
1026,06/13/22 07:45:00 AM,8.54,3.38,,,
1027,06/13/22 08:00:00 AM,8.58,3.32,,,
1028,06/13/22 08:15:00 AM,8.57,3.28,,,
1029,06/13/22 08:30:00 AM,8.56,3.30,,,
1030,06/13/22 08:45:00 AM,8.52,3.38,,,
1031,06/13/22 09:00:00 AM,8.48,3.52,,,
1032,06/13/22 09:15:00 AM,8.43,3.66,,,
1033,06/13/22 09:30:00 AM,8.41,3.76,,,
1034,06/13/22 09:45:00 AM,8.38,3.80,,,
1035,06/13/22 10:00:00 AM,8.34,3.98,,,
1036,06/13/22 10:15:00 AM,8.27,4.24,,,
1037,06/13/22 10:30:00 AM,8.22,4.42,,,
1038,06/13/22 10:45:00 AM,8.17,4.58,,,
1039,06/13/22 11:00:00 AM,8.15,4.72,,,
1040,06/13/22 11:15:00 AM,8.09,4.94,,,
1041,06/13/22 11:30:00 AM,7.94,5.48,,,
1042,06/13/22 11:45:00 AM,7.89,5.66,,,
1043,06/13/22 12:00:00 PM,7.87,5.80,,,
1044,06/13/22 12:15:00 PM,7.80,6.10,,,
1045,06/13/22 12:30:00 PM,7.73,6.40,,,
1046,06/13/22 12:45:00 PM,7.70,6.56,,,
1047,06/13/22 01:00:00 PM,7.67,6.70,,,
1048,06/13/22 01:15:00 PM,7.62,6.92,,,
1049,06/13/22 01:30:00 PM,7.58,7.08,,,
1050,06/13/22 01:45:00 PM,7.57,7.14,,,
1051,06/13/22 02:00:00 PM,7.59,7.12,,,
1052,06/13/22 02:15:00 PM,7.56,7.24,,,
1053,06/13/22 02:30:00 PM,7.56,7.30,,,
1054,06/13/22 02:45:00 PM,7.52,7.44,,,
1055,06/13/22 03:00:00 PM,7.49,7.56,,,
1056,06/13/22 03:15:00 PM,7.52,7.46,,,
1057,06/13/22 03:30:00 PM,7.54,7.36,,,
1058,06/13/22 03:45:00 PM,7.53,7.44,,,
1059,06/13/22 04:00:00 PM,7.50,7.58,,,
1060,06/13/22 04:15:00 PM,7.53,7.42,,,
1061,06/13/22 04:30:00 PM,7.53,7.40,,,
1062,06/13/22 04:45:00 PM,7.53,7.40,,,
1063,06/13/22 05:00:00 PM,7.60,7.14,,,
1064,06/13/22 05:15:00 PM,7.59,7.18,,,
1065,06/13/22 05:30:00 PM,7.64,6.94,,,
1066,06/13/22 05:45:00 PM,7.72,6.66,,,
1067,06/13/22 06:00:00 PM,7.78,6.38,,,
1068,06/13/22 06:15:00 PM,7.86,6.02,,,
1069,06/13/22 06:30:00 PM,7.92,5.78,,,
1070,06/13/22 06:45:00 PM,7.99,5.52,,,
1071,06/13/22 07:00:00 PM,8.06,5.22,,,
1072,06/13/22 07:15:00 PM,8.11,5.00,,,
1073,06/13/22 07:30:00 PM,8.17,4.74,,,
1074,06/13/22 07:45:00 PM,8.22,4.60,,,
1075,06/13/22 08:00:00 PM,8.25,4.42,,,
1076,06/13/22 08:15:00 PM,8.25,4.40,,,
1077,06/13/22 08:30:00 PM,8.30,4.16,,,
1078,06/13/22 08:45:00 PM,8.31,4.08,,,
1079,06/13/22 09:00:00 PM,8.33,3.96,,,
1080,06/13/22 09:15:00 PM,8.34,3.92,,,
1081,06/13/22 09:30:00 PM,8.35,3.90,,,
1082,06/13/22 09:45:00 PM,8.33,3.92,,,
1083,06/13/22 10:00:00 PM,8.33,3.90,,,
1084,06/13/22 10:15:00 PM,8.33,3.94,,,
1085,06/13/22 10:30:00 PM,8.30,4.00,,,
1086,06/13/22 10:45:00 PM,8.31,3.92,,,
1087,06/13/22 11:00:00 PM,8.33,3.86,,,
1088,06/13/22 11:15:00 PM,8.34,3.82,,,
1089,06/13/22 11:30:00 PM,8.34,3.78,,,
1090,06/13/22 11:45:00 PM,8.34,3.78,,,
1091,06/14/22 12:00:00 AM,8.36,3.72,,,
1092,06/14/22 12:15:00 AM,8.36,3.70,,,
1093,06/14/22 12:30:00 AM,8.38,3.64,,,
1094,06/14/22 12:45:00 AM,8.38,3.60,,,
1095,06/14/22 01:00:00 AM,8.38,3.62,,,
1096,06/14/22 01:15:00 AM,8.40,3.54,,,
1097,06/14/22 01:30:00 AM,8.42,3.42,,,
1098,06/14/22 01:45:00 AM,8.42,3.42,,,
1099,06/14/22 02:00:00 AM,8.42,3.42,,,
1100,06/14/22 02:15:00 AM,8.42,3.42,,,
1101,06/14/22 02:30:00 AM,8.40,3.48,,,
1102,06/14/22 02:45:00 AM,8.38,3.52,,,
1103,06/14/22 03:00:00 AM,8.38,3.52,,,
1104,06/14/22 03:15:00 AM,8.37,3.56,,,
1105,06/14/22 03:30:00 AM,8.37,3.56,,,
1106,06/14/22 03:45:00 AM,8.37,3.56,,,
1107,06/14/22 04:00:00 AM,8.36,3.56,,,
1108,06/14/22 04:15:00 AM,8.35,3.58,,,
1109,06/14/22 04:30:00 AM,8.35,3.60,,,
1110,06/14/22 04:45:00 AM,8.35,3.60,,,
1111,06/14/22 05:00:00 AM,8.35,3.58,,,
1112,06/14/22 05:15:00 AM,8.34,3.62,,,
1113,06/14/22 05:30:00 AM,8.32,3.70,,,
1114,06/14/22 05:45:00 AM,8.34,3.62,,,
1115,06/14/22 06:00:00 AM,8.35,3.56,,,
1116,06/14/22 06:15:00 AM,8.35,3.54,,,
1117,06/14/22 06:30:00 AM,8.35,3.54,,,
1118,06/14/22 06:45:00 AM,8.37,3.48,,,
1119,06/14/22 07:00:00 AM,8.37,3.48,,,
1120,06/14/22 07:15:00 AM,8.39,3.44,,,
1121,06/14/22 07:30:00 AM,8.37,3.48,,,
1122,06/14/22 07:45:00 AM,8.37,3.50,,,
1123,06/14/22 08:00:00 AM,8.35,3.58,,,
1124,06/14/22 08:15:00 AM,8.30,3.78,,,
1125,06/14/22 08:30:00 AM,8.28,3.90,,,
1126,06/14/22 08:45:00 AM,8.24,4.04,,,
1127,06/14/22 09:00:00 AM,8.21,4.16,,,
1128,06/14/22 09:15:00 AM,8.18,4.26,,,
1129,06/14/22 09:30:00 AM,8.17,4.32,,,
1130,06/14/22 09:45:00 AM,8.11,4.54,,,
1131,06/14/22 10:00:00 AM,8.05,4.78,,,
1132,06/14/22 10:15:00 AM,8.00,5.00,,,
1133,06/14/22 10:30:00 AM,7.94,5.26,,,
1134,06/14/22 10:45:00 AM,7.89,5.46,,,
1135,06/14/22 11:00:00 AM,7.82,5.82,,,
1136,06/14/22 11:15:00 AM,7.76,6.06,,,
1137,06/14/22 11:30:00 AM,7.72,6.24,,,
1138,06/14/22 11:45:00 AM,7.72,6.24,,,
1139,06/14/22 12:00:00 PM,7.73,6.18,,,
1140,06/14/22 12:15:00 PM,7.69,6.42,,,
1141,06/14/22 12:30:00 PM,7.65,6.58,,,
1142,06/14/22 12:45:00 PM,7.53,7.18,,,
1143,06/14/22 01:00:00 PM,7.54,7.08,,,
1144,06/14/22 01:15:00 PM,7.41,7.70,,,
1145,06/14/22 01:30:00 PM,7.34,7.98,,,
1146,06/14/22 01:45:00 PM,7.36,7.88,,,
1147,06/14/22 02:00:00 PM,7.36,7.88,,,
1148,06/14/22 02:15:00 PM,7.32,8.14,,,
1149,06/14/22 02:30:00 PM,7.35,7.96,,,
1150,06/14/22 02:45:00 PM,7.32,8.16,,,
1151,06/14/22 03:00:00 PM,7.33,8.12,,,
1152,06/14/22 03:15:00 PM,7.42,7.68,,,
1153,06/14/22 03:30:00 PM,7.38,7.90,,,
1154,06/14/22 03:45:00 PM,7.43,7.66,,,
1155,06/14/22 04:00:00 PM,7.36,7.98,,,
1156,06/14/22 04:15:00 PM,7.33,8.20,,,
1157,06/14/22 04:30:00 PM,7.41,7.72,,,
1158,06/14/22 04:45:00 PM,7.42,7.72,,,
1159,06/14/22 05:00:00 PM,7.41,7.76,,,
1160,06/14/22 05:15:00 PM,7.37,7.94,,,
1161,06/14/22 05:30:00 PM,7.45,7.54,,,
1162,06/14/22 05:45:00 PM,7.52,7.24,,,
1163,06/14/22 06:00:00 PM,7.62,6.84,,,
1164,06/14/22 06:15:00 PM,7.67,6.64,,,
1165,06/14/22 06:30:00 PM,7.66,6.66,,,
1166,06/14/22 06:45:00 PM,7.73,6.34,,,
1167,06/14/22 07:00:00 PM,7.83,5.90,,,
1168,06/14/22 07:15:00 PM,7.89,5.66,,,
1169,06/14/22 07:30:00 PM,7.95,5.38,,,
1170,06/14/22 07:45:00 PM,8.02,5.08,,,
1171,06/14/22 08:00:00 PM,8.12,4.68,,,
1172,06/14/22 08:15:00 PM,8.17,4.48,,,
1173,06/14/22 08:30:00 PM,8.20,4.34,,,
1174,06/14/22 08:45:00 PM,8.23,4.24,,,
1175,06/14/22 09:00:00 PM,8.22,4.26,,,
1176,06/14/22 09:15:00 PM,8.23,4.24,,,
1177,06/14/22 09:30:00 PM,8.25,4.12,,,
1178,06/14/22 09:45:00 PM,8.30,3.84,,,
1179,06/14/22 10:00:00 PM,8.38,3.54,,,
1180,06/14/22 10:15:00 PM,8.48,3.14,,,
1181,06/14/22 10:30:00 PM,8.56,2.84,,,
1182,06/14/22 10:45:00 PM,8.63,2.62,,,
1183,06/14/22 11:00:00 PM,8.67,2.42,,,
1184,06/14/22 11:15:00 PM,8.71,2.28,,,
1185,06/14/22 11:30:00 PM,8.72,2.26,,,
1186,06/14/22 11:45:00 PM,8.67,2.38,,,
1187,06/15/22 12:00:00 AM,8.62,2.58,,,
1188,06/15/22 12:15:00 AM,8.58,2.70,,,
1189,06/15/22 12:30:00 AM,8.59,2.66,,,
1190,06/15/22 12:45:00 AM,8.59,2.64,,,
1191,06/15/22 01:00:00 AM,8.60,2.60,,,
1192,06/15/22 01:15:00 AM,8.58,2.66,,,
1193,06/15/22 01:30:00 AM,8.60,2.58,,,
1194,06/15/22 01:45:00 AM,8.62,2.48,,,
1195,06/15/22 02:00:00 AM,8.65,2.36,,,
1196,06/15/22 02:15:00 AM,8.68,2.26,,,
1197,06/15/22 02:30:00 AM,8.68,2.24,,,
1198,06/15/22 02:45:00 AM,8.68,2.24,,,
1199,06/15/22 03:00:00 AM,8.70,2.16,,,
1200,06/15/22 03:15:00 AM,8.72,2.06,,,
1201,06/15/22 03:30:00 AM,8.73,2.02,,,
1202,06/15/22 03:45:00 AM,8.77,1.86,,,
1203,06/15/22 04:00:00 AM,8.80,1.70,,,
1204,06/15/22 04:15:00 AM,8.83,1.56,,,
1205,06/15/22 04:30:00 AM,8.87,1.46,,,
1206,06/15/22 04:45:00 AM,8.85,1.48,,,
1207,06/15/22 05:00:00 AM,8.85,1.50,,,
1208,06/15/22 05:15:00 AM,8.86,1.46,,,
1209,06/15/22 05:30:00 AM,8.87,1.40,,,
1210,06/15/22 05:45:00 AM,8.89,1.32,,,
1211,06/15/22 06:00:00 AM,8.90,1.26,,,
1212,06/15/22 06:15:00 AM,8.91,1.24,,,
1213,06/15/22 06:30:00 AM,8.92,1.20,,,
1214,06/15/22 06:45:00 AM,8.93,1.16,,,
1215,06/15/22 07:00:00 AM,8.94,1.12,,,
1216,06/15/22 07:15:00 AM,8.94,1.14,,,
1217,06/15/22 07:30:00 AM,8.93,1.16,,,
1218,06/15/22 07:45:00 AM,8.91,1.22,,,
1219,06/15/22 08:00:00 AM,8.88,1.34,,,
1220,06/15/22 08:15:00 AM,8.83,1.54,,,
1221,06/15/22 08:30:00 AM,8.73,1.92,,,
1222,06/15/22 08:45:00 AM,8.60,2.48,,,
1223,06/15/22 09:00:00 AM,8.47,2.92,,,
1224,06/15/22 09:15:00 AM,8.37,3.28,,,
1225,06/15/22 09:30:00 AM,8.31,3.50,,,
1226,06/15/22 09:45:00 AM,8.27,3.70,,,
1227,06/15/22 10:00:00 AM,8.20,4.02,,,
1228,06/15/22 10:15:00 AM,8.13,4.30,,,
1229,06/15/22 10:30:00 AM,8.10,4.42,,,
1230,06/15/22 10:45:00 AM,8.03,4.70,,,
1231,06/15/22 11:00:00 AM,7.92,5.14,,,
1232,06/15/22 11:15:00 AM,7.75,5.96,,,
1233,06/15/22 11:30:00 AM,7.62,6.56,,,
1234,06/15/22 11:45:00 AM,7.47,7.16,,,
1235,06/15/22 12:00:00 PM,7.33,7.86,,,
1236,06/15/22 12:15:00 PM,7.18,8.54,,,
1237,06/15/22 12:30:00 PM,7.09,8.96,,,
1238,06/15/22 12:45:00 PM,7.02,9.28,,,
1239,06/15/22 01:00:00 PM,6.97,9.52,,,
1240,06/15/22 01:15:00 PM,7.01,9.26,,,
1241,06/15/22 01:30:00 PM,7.12,8.70,,,
1242,06/15/22 01:45:00 PM,7.15,8.64,,,
1243,06/15/22 02:00:00 PM,7.25,8.16,,,
1244,06/15/22 02:15:00 PM,7.30,7.96,,,
1245,06/15/22 02:30:00 PM,7.33,7.86,,,
1246,06/15/22 02:45:00 PM,7.39,7.52,,,
1247,06/15/22 03:00:00 PM,7.35,7.82,,,
1248,06/15/22 03:15:00 PM,7.36,7.70,,,
1249,06/15/22 03:30:00 PM,7.43,7.42,,,
1250,06/15/22 03:45:00 PM,7.46,7.36,,,
1251,06/15/22 04:00:00 PM,7.51,7.12,,,
1252,06/15/22 04:15:00 PM,7.61,6.66,,,
1253,06/15/22 04:30:00 PM,7.72,6.26,,,
1254,06/15/22 04:45:00 PM,7.74,6.18,,,
1255,06/15/22 05:00:00 PM,7.69,6.50,,,
1256,06/15/22 05:15:00 PM,7.71,6.32,,,
1257,06/15/22 05:30:00 PM,7.73,6.28,,,
1258,06/15/22 05:45:00 PM,7.74,6.26,,,
1259,06/15/22 06:00:00 PM,7.76,6.08,,,
1260,06/15/22 06:15:00 PM,7.82,5.82,,,
1261,06/15/22 06:30:00 PM,7.84,5.72,,,
1262,06/15/22 06:45:00 PM,7.89,5.50,,,
1263,06/15/22 07:00:00 PM,7.95,5.26,,,
1264,06/15/22 07:15:00 PM,8.00,5.06,,,
1265,06/15/22 07:30:00 PM,8.04,4.88,,,
1266,06/15/22 07:45:00 PM,8.10,4.64,,,
1267,06/15/22 08:00:00 PM,8.15,4.46,,,
1268,06/15/22 08:15:00 PM,8.19,4.32,,,
1269,06/15/22 08:30:00 PM,8.21,4.20,,,
1270,06/15/22 08:45:00 PM,8.22,4.20,,,
1271,06/15/22 09:00:00 PM,8.22,4.22,,,
1272,06/15/22 09:15:00 PM,8.21,4.22,,,
1273,06/15/22 09:30:00 PM,8.24,4.14,,,
1274,06/15/22 09:45:00 PM,8.24,4.10,,,
1275,06/15/22 10:00:00 PM,8.27,3.96,,,
1276,06/15/22 10:15:00 PM,8.27,4.02,,,
1277,06/15/22 10:30:00 PM,8.27,4.00,,,
1278,06/15/22 10:45:00 PM,8.29,3.94,,,
1279,06/15/22 11:00:00 PM,8.29,3.92,,,
1280,06/15/22 11:15:00 PM,8.30,3.86,,,
1281,06/15/22 11:30:00 PM,8.32,3.78,,,
1282,06/15/22 11:45:00 PM,8.36,3.58,,,
1283,06/16/22 12:00:00 AM,8.41,3.40,,,
1284,06/16/22 12:15:00 AM,8.45,3.28,,,
1285,06/16/22 12:30:00 AM,8.46,3.20,,,
1286,06/16/22 12:45:00 AM,8.48,3.12,,,
1287,06/16/22 01:00:00 AM,8.52,2.94,,,
1288,06/16/22 01:15:00 AM,8.56,2.80,,,
1289,06/16/22 01:30:00 AM,8.62,2.52,,,
1290,06/16/22 01:45:00 AM,8.71,2.22,,,
1291,06/16/22 02:00:00 AM,8.76,1.98,,,
1292,06/16/22 02:15:00 AM,8.78,1.94,,,
1293,06/16/22 02:30:00 AM,8.78,1.90,,,
1294,06/16/22 02:45:00 AM,8.77,1.90,,,
1295,06/16/22 03:00:00 AM,8.77,1.94,,,
1296,06/16/22 03:15:00 AM,8.74,2.02,,,
1297,06/16/22 03:30:00 AM,8.73,2.04,,,
1298,06/16/22 03:45:00 AM,8.73,2.04,,,
1299,06/16/22 04:00:00 AM,8.74,2.00,,,
1300,06/16/22 04:15:00 AM,8.75,1.92,,,
1301,06/16/22 04:30:00 AM,8.77,1.84,,,
1302,06/16/22 04:45:00 AM,8.75,1.92,,,
1303,06/16/22 05:00:00 AM,8.73,2.00,,,
1304,06/16/22 05:15:00 AM,8.70,2.12,,,
1305,06/16/22 05:30:00 AM,8.68,2.16,,,
1306,06/16/22 05:45:00 AM,8.67,2.20,,,
1307,06/16/22 06:00:00 AM,8.65,2.28,,,
1308,06/16/22 06:15:00 AM,8.63,2.36,,,
1309,06/16/22 06:30:00 AM,8.60,2.42,,,
1310,06/16/22 06:45:00 AM,8.59,2.48,,,
1311,06/16/22 07:00:00 AM,8.59,2.50,,,
1312,06/16/22 07:15:00 AM,8.58,2.52,,,
1313,06/16/22 07:30:00 AM,8.56,2.58,,,
1314,06/16/22 07:45:00 AM,8.53,2.70,,,
1315,06/16/22 08:00:00 AM,8.53,2.74,,,
1316,06/16/22 08:15:00 AM,8.49,2.84,,,
1317,06/16/22 08:30:00 AM,8.48,2.90,,,
1318,06/16/22 08:45:00 AM,8.45,3.00,,,
1319,06/16/22 09:00:00 AM,8.42,3.16,,,
1320,06/16/22 09:15:00 AM,8.36,3.36,,,
1321,06/16/22 09:30:00 AM,8.30,3.64,,,
1322,06/16/22 09:45:00 AM,8.24,3.88,,,
1323,06/16/22 10:00:00 AM,8.17,4.20,,,
1324,06/16/22 10:15:00 AM,8.10,4.48,,,
1325,06/16/22 10:30:00 AM,8.03,4.76,,,
1326,06/16/22 10:45:00 AM,7.93,5.18,,,
1327,06/16/22 11:00:00 AM,7.82,5.70,,,
1328,06/16/22 11:15:00 AM,7.71,6.20,,,
1329,06/16/22 11:30:00 AM,7.66,6.42,,,
1330,06/16/22 11:45:00 AM,7.49,7.22,,,
1331,06/16/22 12:00:00 PM,7.40,7.56,,,
1332,06/16/22 12:15:00 PM,7.40,7.50,,,
1333,06/16/22 12:30:00 PM,7.32,7.96,,,
1334,06/16/22 12:45:00 PM,7.14,8.82,,,
1335,06/16/22 01:00:00 PM,7.17,8.58,,,
1336,06/16/22 01:15:00 PM,7.26,8.14,,,
1337,06/16/22 01:30:00 PM,7.26,8.26,,,
1338,06/16/22 01:45:00 PM,7.03,9.42,,,
1339,06/16/22 02:00:00 PM,6.90,9.96,,,
1340,06/16/22 02:15:00 PM,6.97,9.50,,,
1341,06/16/22 02:30:00 PM,6.99,9.44,,,
1342,06/16/22 02:45:00 PM,7.09,8.96,,,
1343,06/16/22 03:00:00 PM,7.13,8.78,,,
1344,06/16/22 03:15:00 PM,7.11,8.98,,,
1345,06/16/22 03:30:00 PM,7.09,9.04,,,
1346,06/16/22 03:45:00 PM,7.13,8.80,,,
1347,06/16/22 04:00:00 PM,7.13,8.86,,,
1348,06/16/22 04:15:00 PM,7.12,8.82,,,
1349,06/16/22 04:30:00 PM,7.15,8.64,,,
1350,06/16/22 04:45:00 PM,7.18,8.52,,,
1351,06/16/22 05:00:00 PM,7.21,8.42,,,
1352,06/16/22 05:15:00 PM,7.26,8.16,,,
1353,06/16/22 05:30:00 PM,7.34,7.82,,,
1354,06/16/22 05:45:00 PM,7.46,7.26,,,
1355,06/16/22 06:00:00 PM,7.56,6.84,,,
1356,06/16/22 06:15:00 PM,7.60,6.70,,,
1357,06/16/22 06:30:00 PM,7.64,6.58,,,
1358,06/16/22 06:45:00 PM,7.71,6.28,,,
1359,06/16/22 07:00:00 PM,7.77,5.96,,,
1360,06/16/22 07:15:00 PM,7.82,5.70,,,
1361,06/16/22 07:30:00 PM,7.88,5.50,,,
1362,06/16/22 07:45:00 PM,7.92,5.30,,,
1363,06/16/22 08:00:00 PM,7.94,5.22,,,
1364,06/16/22 08:15:00 PM,7.96,5.14,,,
1365,06/16/22 08:30:00 PM,8.00,5.00,,,
1366,06/16/22 08:45:00 PM,8.03,4.82,,,
1367,06/16/22 09:00:00 PM,8.05,4.72,,,
1368,06/16/22 09:15:00 PM,8.09,4.56,,,
1369,06/16/22 09:30:00 PM,8.11,4.46,,,
1370,06/16/22 09:45:00 PM,8.11,4.48,,,
1371,06/16/22 10:00:00 PM,8.12,4.44,,,
1372,06/16/22 10:15:00 PM,8.15,4.34,,,
1373,06/16/22 10:30:00 PM,8.15,4.30,,,
1374,06/16/22 10:45:00 PM,8.14,4.36,,,
1375,06/16/22 11:00:00 PM,8.14,4.38,,,
1376,06/16/22 11:15:00 PM,8.15,4.32,,,
1377,06/16/22 11:30:00 PM,8.18,4.16,,,
1378,06/16/22 11:45:00 PM,8.20,4.06,,,
1379,06/17/22 12:00:00 AM,8.26,3.82,,,
1380,06/17/22 12:15:00 AM,8.31,3.52,,,
1381,06/17/22 12:30:00 AM,8.38,3.24,,,
1382,06/17/22 12:45:00 AM,8.43,3.06,,,
1383,06/17/22 01:00:00 AM,8.48,2.86,,,
1384,06/17/22 01:15:00 AM,8.52,2.68,,,
1385,06/17/22 01:30:00 AM,8.56,2.54,,,
1386,06/17/22 01:45:00 AM,8.59,2.42,,,
1387,06/17/22 02:00:00 AM,8.61,2.32,,,
1388,06/17/22 02:15:00 AM,8.63,2.22,,,
1389,06/17/22 02:30:00 AM,8.64,2.20,,,
1390,06/17/22 02:45:00 AM,8.65,2.12,,,
1391,06/17/22 03:00:00 AM,8.66,2.08,,,
1392,06/17/22 03:15:00 AM,8.68,2.02,,,
1393,06/17/22 03:30:00 AM,8.68,1.98,,,
1394,06/17/22 03:45:00 AM,8.70,1.94,,,
1395,06/17/22 04:00:00 AM,8.70,1.90,,,
1396,06/17/22 04:15:00 AM,8.71,1.86,,,
1397,06/17/22 04:30:00 AM,8.72,1.82,,,
1398,06/17/22 04:45:00 AM,8.72,1.82,,,
1399,06/17/22 05:00:00 AM,8.72,1.80,,,
1400,06/17/22 05:15:00 AM,8.72,1.82,,,
1401,06/17/22 05:30:00 AM,8.71,1.84,,,
1402,06/17/22 05:45:00 AM,8.71,1.80,,,
1403,06/17/22 06:00:00 AM,8.73,1.76,,,
1404,06/17/22 06:15:00 AM,8.73,1.76,,,
1405,06/17/22 06:30:00 AM,8.74,1.74,,,
1406,06/17/22 06:45:00 AM,8.74,1.70,,,
1407,06/17/22 07:00:00 AM,8.75,1.68,,,
1408,06/17/22 07:15:00 AM,8.75,1.68,,,
1409,06/17/22 07:30:00 AM,8.75,1.68,,,
1410,06/17/22 07:45:00 AM,8.74,1.72,,,
1411,06/17/22 08:00:00 AM,8.72,1.78,,,
1412,06/17/22 08:15:00 AM,8.70,1.86,,,
1413,06/17/22 08:30:00 AM,8.62,2.20,,,
1414,06/17/22 08:45:00 AM,8.49,2.72,,,
1415,06/17/22 09:00:00 AM,8.38,3.16,,,
1416,06/17/22 09:15:00 AM,8.31,3.38,,,
1417,06/17/22 09:30:00 AM,8.22,3.82,,,
1418,06/17/22 09:45:00 AM,8.07,4.44,,,
1419,06/17/22 10:00:00 AM,7.96,4.90,,,
1420,06/17/22 10:15:00 AM,7.85,5.32,,,
1421,06/17/22 10:30:00 AM,7.81,5.56,,,
1422,06/17/22 10:45:00 AM,7.72,5.94,,,
1423,06/17/22 11:00:00 AM,7.62,6.38,,,
1424,06/17/22 11:15:00 AM,7.50,6.98,,,
1425,06/17/22 11:30:00 AM,7.34,7.76,,,
1426,06/17/22 11:45:00 AM,7.15,8.66,,,
1427,06/17/22 12:00:00 PM,7.02,9.20,,,
1428,06/17/22 12:15:00 PM,6.94,9.56,,,
1429,06/17/22 12:30:00 PM,6.88,9.80,,,
1430,06/17/22 12:45:00 PM,6.77,10.40,,,
1431,06/17/22 01:00:00 PM,6.63,11.10,,,
1432,06/17/22 01:15:00 PM,6.45,12.12,,,
1433,06/17/22 01:30:00 PM,6.29,13.00,,,
1434,06/17/22 01:45:00 PM,6.30,12.76,,,
1435,06/17/22 02:00:00 PM,6.41,12.06,,,
1436,06/17/22 02:15:00 PM,6.55,11.32,,,
1437,06/17/22 02:30:00 PM,6.61,11.10,,,
1438,06/17/22 02:45:00 PM,6.67,10.90,,,
1439,06/17/22 03:00:00 PM,6.67,10.88,,,
1440,06/17/22 03:15:00 PM,6.67,10.96,,,
1441,06/17/22 03:30:00 PM,6.64,11.08,,,
1442,06/17/22 03:45:00 PM,6.63,11.14,,,
1443,06/17/22 04:00:00 PM,6.78,10.30,,,
1444,06/17/22 04:15:00 PM,6.94,9.58,,,
1445,06/17/22 04:30:00 PM,7.08,8.90,,,
1446,06/17/22 04:45:00 PM,7.12,8.86,,,
1447,06/17/22 05:00:00 PM,7.16,8.66,,,
1448,06/17/22 05:15:00 PM,7.18,8.54,,,
1449,06/17/22 05:30:00 PM,7.24,8.20,,,
1450,06/17/22 05:45:00 PM,7.27,8.08,,,
1451,06/17/22 06:00:00 PM,7.34,7.70,,,
1452,06/17/22 06:15:00 PM,7.41,7.36,,,
1453,06/17/22 06:30:00 PM,7.49,7.02,,,
1454,06/17/22 06:45:00 PM,7.56,6.74,,,
1455,06/17/22 07:00:00 PM,7.62,6.42,,,
1456,06/17/22 07:15:00 PM,7.69,6.10,,,
1457,06/17/22 07:30:00 PM,7.75,5.86,,,
1458,06/17/22 07:45:00 PM,7.80,5.72,,,
1459,06/17/22 08:00:00 PM,7.83,5.54,,,
1460,06/17/22 08:15:00 PM,7.85,5.46,,,
