"Plot Title: 21223042"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21223042, SEN S/N: 21223042)","Temp, °C (LGR S/N: 21223042, SEN S/N: 21223042)","End Of File (LGR S/N: 21223042)"
12514,04/29/22 01:45:00 AM,-0.04,9.26,
12515,04/29/22 01:50:00 AM,-0.04,9.26,
12516,04/29/22 01:55:00 AM,-0.04,9.26,
12517,04/29/22 02:00:00 AM,-0.04,9.24,
12518,04/29/22 02:05:00 AM,-0.04,9.24,
12519,04/29/22 02:10:00 AM,-0.04,9.24,
12520,04/29/22 02:15:00 AM,-0.04,9.22,
12521,04/29/22 02:20:00 AM,-0.04,9.22,
12522,04/29/22 02:25:00 AM,-0.04,9.20,
12523,04/29/22 02:30:00 AM,-0.04,9.20,
12524,04/29/22 02:35:00 AM,-0.04,9.18,
12525,04/29/22 02:40:00 AM,-0.04,9.18,
12526,04/29/22 02:45:00 AM,-0.04,9.16,
12527,04/29/22 02:50:00 AM,-0.04,9.16,
12528,04/29/22 02:55:00 AM,-0.04,9.16,
12529,04/29/22 03:00:00 AM,-0.04,9.14,
12530,04/29/22 03:05:00 AM,-0.04,9.12,
12531,04/29/22 03:10:00 AM,-0.04,9.12,
12532,04/29/22 03:15:00 AM,-0.04,9.10,
12533,04/29/22 03:20:00 AM,-0.04,9.08,
12534,04/29/22 03:25:00 AM,-0.04,9.08,
12535,04/29/22 03:30:00 AM,-0.04,9.06,
12536,04/29/22 03:35:00 AM,-0.04,9.06,
12537,04/29/22 03:40:00 AM,-0.04,9.04,
12538,04/29/22 03:45:00 AM,-0.04,9.04,
12539,04/29/22 03:50:00 AM,-0.04,9.02,
12540,04/29/22 03:55:00 AM,-0.04,9.00,
12541,04/29/22 04:00:00 AM,-0.04,9.00,
12542,04/29/22 04:05:00 AM,-0.04,8.98,
12543,04/29/22 04:10:00 AM,-0.04,8.98,
12544,04/29/22 04:15:00 AM,-0.04,8.96,
12545,04/29/22 04:20:00 AM,-0.04,8.96,
12546,04/29/22 04:25:00 AM,-0.04,8.94,
12547,04/29/22 04:30:00 AM,-0.04,8.94,
12548,04/29/22 04:35:00 AM,-0.04,8.92,
12549,04/29/22 04:40:00 AM,-0.04,8.92,
12550,04/29/22 04:45:00 AM,-0.04,8.90,
12551,04/29/22 04:50:00 AM,-0.04,8.90,
12552,04/29/22 04:55:00 AM,-0.04,8.88,
12553,04/29/22 05:00:00 AM,-0.04,8.88,
12554,04/29/22 05:05:00 AM,-0.04,8.88,
12555,04/29/22 05:10:00 AM,-0.04,8.88,
12556,04/29/22 05:15:00 AM,-0.04,8.88,
12557,04/29/22 05:20:00 AM,-0.04,8.86,
12558,04/29/22 05:25:00 AM,-0.04,8.86,
12559,04/29/22 05:30:00 AM,-0.04,8.86,
12560,04/29/22 05:35:00 AM,-0.04,8.86,
12561,04/29/22 05:40:00 AM,-0.04,8.86,
12562,04/29/22 05:45:00 AM,-0.04,8.84,
12563,04/29/22 05:50:00 AM,-0.04,8.84,
12564,04/29/22 05:55:00 AM,-0.04,8.84,
12565,04/29/22 06:00:00 AM,-0.04,8.84,
12566,04/29/22 06:05:00 AM,-0.04,8.84,
12567,04/29/22 06:10:00 AM,-0.04,8.82,
12568,04/29/22 06:15:00 AM,-0.04,8.82,
12569,04/29/22 06:20:00 AM,-0.04,8.82,
12570,04/29/22 06:25:00 AM,-0.04,8.80,
12571,04/29/22 06:30:00 AM,-0.04,8.80,
12572,04/29/22 06:35:00 AM,-0.04,8.80,
12573,04/29/22 06:40:00 AM,-0.04,8.78,
12574,04/29/22 06:45:00 AM,-0.04,8.78,
12575,04/29/22 06:50:00 AM,-0.04,8.78,
12576,04/29/22 06:55:00 AM,-0.04,8.76,
12577,04/29/22 07:00:00 AM,-0.04,8.76,
12578,04/29/22 07:05:00 AM,-0.04,8.76,
12579,04/29/22 07:10:00 AM,-0.04,8.76,
12580,04/29/22 07:15:00 AM,-0.04,8.76,
12581,04/29/22 07:20:00 AM,-0.04,8.76,
12582,04/29/22 07:25:00 AM,-0.04,8.74,
12583,04/29/22 07:30:00 AM,-0.04,8.74,
12584,04/29/22 07:35:00 AM,-0.04,8.76,
12585,04/29/22 07:40:00 AM,-0.04,8.76,
12586,04/29/22 07:45:00 AM,-0.04,8.76,
12587,04/29/22 07:50:00 AM,-0.04,8.76,
12588,04/29/22 07:55:00 AM,-0.04,8.76,
12589,04/29/22 08:00:00 AM,-0.04,8.76,
12590,04/29/22 08:05:00 AM,-0.04,8.78,
12591,04/29/22 08:10:00 AM,-0.04,8.78,
12592,04/29/22 08:15:00 AM,-0.04,8.80,
12593,04/29/22 08:20:00 AM,-0.04,8.80,
12594,04/29/22 08:25:00 AM,-0.04,8.82,
12595,04/29/22 08:30:00 AM,-0.04,8.82,
12596,04/29/22 08:35:00 AM,-0.04,8.84,
12597,04/29/22 08:40:00 AM,-0.04,8.84,
12598,04/29/22 08:45:00 AM,-0.04,8.86,
12599,04/29/22 08:50:00 AM,-0.04,8.86,
12600,04/29/22 08:55:00 AM,-0.04,8.88,
12601,04/29/22 09:00:00 AM,-0.04,8.90,
12602,04/29/22 09:05:00 AM,-0.05,8.90,
12603,04/29/22 09:10:00 AM,-0.05,8.92,
12604,04/29/22 09:15:00 AM,-0.05,8.92,
12605,04/29/22 09:20:00 AM,-0.05,8.94,
12606,04/29/22 09:25:00 AM,-0.05,8.96,
12607,04/29/22 09:30:00 AM,-0.04,8.96,
12608,04/29/22 09:35:00 AM,-0.05,8.96,
12609,04/29/22 09:40:00 AM,-0.04,8.98,
12610,04/29/22 09:45:00 AM,-0.05,8.98,
12611,04/29/22 09:50:00 AM,-0.04,8.98,
12612,04/29/22 09:55:00 AM,-0.04,9.00,
12613,04/29/22 10:00:00 AM,-0.04,9.00,
12614,04/29/22 10:05:00 AM,-0.04,9.00,
12615,04/29/22 10:10:00 AM,-0.04,9.02,
12616,04/29/22 10:15:00 AM,-0.04,9.02,
12617,04/29/22 10:20:00 AM,-0.04,9.04,
12618,04/29/22 10:25:00 AM,-0.05,9.04,
12619,04/29/22 10:30:00 AM,-0.04,9.06,
12620,04/29/22 10:35:00 AM,-0.04,9.06,
12621,04/29/22 10:40:00 AM,-0.04,9.08,
12622,04/29/22 10:45:00 AM,-0.04,9.10,
12623,04/29/22 10:50:00 AM,-0.04,9.12,
12624,04/29/22 10:55:00 AM,-0.05,9.14,
12625,04/29/22 11:00:00 AM,-0.05,9.16,
12626,04/29/22 11:05:00 AM,-0.04,9.18,
12627,04/29/22 11:10:00 AM,-0.04,9.18,
12628,04/29/22 11:15:00 AM,-0.04,9.20,
12629,04/29/22 11:20:00 AM,-0.04,9.22,
12630,04/29/22 11:25:00 AM,-0.05,9.24,
12631,04/29/22 11:30:00 AM,-0.05,9.26,
12632,04/29/22 11:35:00 AM,-0.05,9.28,
12633,04/29/22 11:40:00 AM,-0.05,9.30,
12634,04/29/22 11:45:00 AM,-0.05,9.30,
12635,04/29/22 11:50:00 AM,-0.05,9.32,
12636,04/29/22 11:55:00 AM,-0.04,9.36,
12637,04/29/22 12:00:00 PM,-0.04,9.36,
12638,04/29/22 12:05:00 PM,-0.05,9.38,
12639,04/29/22 12:10:00 PM,-0.05,9.40,
12640,04/29/22 12:15:00 PM,-0.05,9.44,
12641,04/29/22 12:20:00 PM,-0.04,9.44,
12642,04/29/22 12:25:00 PM,-0.04,9.46,
12643,04/29/22 12:30:00 PM,-0.04,9.46,
12644,04/29/22 12:35:00 PM,-0.04,9.48,
12645,04/29/22 12:40:00 PM,-0.05,9.48,
12646,04/29/22 12:45:00 PM,-0.04,9.48,
12647,04/29/22 12:50:00 PM,-0.04,9.48,
12648,04/29/22 12:55:00 PM,-0.04,9.48,
12649,04/29/22 01:00:00 PM,-0.04,9.48,
12650,04/29/22 01:05:00 PM,-0.05,9.48,
12651,04/29/22 01:10:00 PM,-0.04,9.48,
12652,04/29/22 01:15:00 PM,-0.04,9.50,
12653,04/29/22 01:20:00 PM,-0.04,9.50,
12654,04/29/22 01:25:00 PM,-0.05,9.50,
12655,04/29/22 01:30:00 PM,-0.04,9.52,
12656,04/29/22 01:35:00 PM,-0.05,9.52,
12657,04/29/22 01:40:00 PM,-0.04,9.52,
12658,04/29/22 01:45:00 PM,-0.05,9.54,
12659,04/29/22 01:50:00 PM,-0.04,9.54,
12660,04/29/22 01:55:00 PM,-0.05,9.56,
12661,04/29/22 02:00:00 PM,-0.04,9.56,
12662,04/29/22 02:05:00 PM,-0.04,9.56,
12663,04/29/22 02:10:00 PM,-0.04,9.56,
12664,04/29/22 02:15:00 PM,-0.04,9.56,
12665,04/29/22 02:20:00 PM,-0.04,9.54,
12666,04/29/22 02:25:00 PM,-0.04,9.54,
12667,04/29/22 02:30:00 PM,-0.04,9.54,
12668,04/29/22 02:35:00 PM,-0.05,9.52,
12669,04/29/22 02:40:00 PM,-0.04,9.52,
12670,04/29/22 02:45:00 PM,-0.04,9.50,
12671,04/29/22 02:50:00 PM,-0.04,9.48,
12672,04/29/22 02:55:00 PM,-0.04,9.48,
12673,04/29/22 03:00:00 PM,-0.05,9.46,
12674,04/29/22 03:05:00 PM,-0.04,9.44,
12675,04/29/22 03:10:00 PM,-0.04,9.42,
12676,04/29/22 03:15:00 PM,-0.04,9.40,
12677,04/29/22 03:20:00 PM,-0.04,9.40,
12678,04/29/22 03:25:00 PM,-0.04,9.38,
12679,04/29/22 03:30:00 PM,-0.04,9.36,
12680,04/29/22 03:35:00 PM,-0.04,9.34,
12681,04/29/22 03:40:00 PM,-0.04,9.32,
12682,04/29/22 03:45:00 PM,-0.04,9.32,
12683,04/29/22 03:50:00 PM,-0.04,9.30,
12684,04/29/22 03:55:00 PM,-0.04,9.28,
12685,04/29/22 04:00:00 PM,-0.04,9.28,
12686,04/29/22 04:05:00 PM,-0.04,9.26,
12687,04/29/22 04:10:00 PM,-0.04,9.26,
12688,04/29/22 04:15:00 PM,-0.04,9.24,
12689,04/29/22 04:20:00 PM,-0.04,9.24,
12690,04/29/22 04:25:00 PM,-0.04,9.22,
12691,04/29/22 04:30:00 PM,-0.04,9.22,
12692,04/29/22 04:35:00 PM,-0.04,9.22,
12693,04/29/22 04:40:00 PM,-0.04,9.20,
12694,04/29/22 04:45:00 PM,-0.04,9.20,
12695,04/29/22 04:50:00 PM,-0.04,9.20,
12696,04/29/22 04:55:00 PM,-0.04,9.20,
12697,04/29/22 05:00:00 PM,-0.04,9.18,
12698,04/29/22 05:05:00 PM,-0.04,9.18,
12699,04/29/22 05:10:00 PM,-0.04,9.18,
12700,04/29/22 05:15:00 PM,-0.04,9.16,
12701,04/29/22 05:20:00 PM,-0.04,9.16,
12702,04/29/22 05:25:00 PM,-0.04,9.16,
12703,04/29/22 05:30:00 PM,-0.04,9.14,
12704,04/29/22 05:35:00 PM,-0.04,9.12,
12705,04/29/22 05:40:00 PM,-0.04,9.12,
12706,04/29/22 05:45:00 PM,-0.04,9.10,
12707,04/29/22 05:50:00 PM,-0.04,9.08,
12708,04/29/22 05:55:00 PM,-0.04,9.08,
12709,04/29/22 06:00:00 PM,-0.04,9.06,
12710,04/29/22 06:05:00 PM,-0.04,9.04,
12711,04/29/22 06:10:00 PM,-0.04,9.02,
12712,04/29/22 06:15:00 PM,-0.04,9.00,
12713,04/29/22 06:20:00 PM,-0.04,8.98,
12714,04/29/22 06:25:00 PM,-0.04,8.96,
12715,04/29/22 06:30:00 PM,-0.04,8.92,
12716,04/29/22 06:35:00 PM,-0.04,8.90,
12717,04/29/22 06:40:00 PM,-0.04,8.88,
12718,04/29/22 06:45:00 PM,-0.04,8.86,
12719,04/29/22 06:50:00 PM,-0.04,8.82,
12720,04/29/22 06:55:00 PM,-0.04,8.80,
12721,04/29/22 07:00:00 PM,-0.04,8.78,
12722,04/29/22 07:05:00 PM,-0.04,8.76,
12723,04/29/22 07:10:00 PM,-0.04,8.74,
12724,04/29/22 07:15:00 PM,-0.04,8.72,
12725,04/29/22 07:20:00 PM,-0.04,8.70,
12726,04/29/22 07:25:00 PM,-0.04,8.68,
12727,04/29/22 07:30:00 PM,-0.04,8.66,
12728,04/29/22 07:35:00 PM,-0.04,8.64,
12729,04/29/22 07:40:00 PM,-0.04,8.62,
12730,04/29/22 07:45:00 PM,-0.04,8.60,
12731,04/29/22 07:50:00 PM,-0.04,8.58,
12732,04/29/22 07:55:00 PM,-0.04,8.58,
12733,04/29/22 08:00:00 PM,-0.04,8.56,
12734,04/29/22 08:05:00 PM,-0.04,8.54,
12735,04/29/22 08:10:00 PM,-0.04,8.54,
12736,04/29/22 08:15:00 PM,-0.04,8.52,
12737,04/29/22 08:20:00 PM,-0.04,8.52,
12738,04/29/22 08:25:00 PM,-0.04,8.50,
12739,04/29/22 08:30:00 PM,-0.04,8.48,
12740,04/29/22 08:35:00 PM,-0.04,8.48,
12741,04/29/22 08:40:00 PM,-0.04,8.46,
12742,04/29/22 08:45:00 PM,-0.04,8.46,
12743,04/29/22 08:50:00 PM,-0.04,8.44,
12744,04/29/22 08:55:00 PM,-0.04,8.44,
12745,04/29/22 09:00:00 PM,-0.04,8.42,
12746,04/29/22 09:05:00 PM,-0.04,8.42,
12747,04/29/22 09:10:00 PM,-0.04,8.40,
12748,04/29/22 09:15:00 PM,-0.04,8.40,
12749,04/29/22 09:20:00 PM,-0.04,8.40,
12750,04/29/22 09:25:00 PM,-0.04,8.38,
12751,04/29/22 09:30:00 PM,-0.04,8.38,
12752,04/29/22 09:35:00 PM,-0.04,8.36,
12753,04/29/22 09:40:00 PM,-0.04,8.36,
12754,04/29/22 09:45:00 PM,-0.04,8.34,
12755,04/29/22 09:50:00 PM,-0.04,8.34,
12756,04/29/22 09:55:00 PM,-0.04,8.32,
12757,04/29/22 10:00:00 PM,-0.04,8.32,
12758,04/29/22 10:05:00 PM,-0.04,8.30,
12759,04/29/22 10:10:00 PM,-0.04,8.30,
12760,04/29/22 10:15:00 PM,-0.04,8.28,
12761,04/29/22 10:20:00 PM,-0.04,8.28,
12762,04/29/22 10:25:00 PM,-0.04,8.28,
12763,04/29/22 10:30:00 PM,-0.04,8.28,
12764,04/29/22 10:35:00 PM,-0.04,8.26,
12765,04/29/22 10:40:00 PM,-0.04,8.26,
12766,04/29/22 10:45:00 PM,-0.04,8.26,
12767,04/29/22 10:50:00 PM,-0.04,8.26,
12768,04/29/22 10:55:00 PM,-0.05,8.26,
12769,04/29/22 11:00:00 PM,-0.04,8.26,
12770,04/29/22 11:05:00 PM,-0.05,8.26,
12771,04/29/22 11:10:00 PM,-0.04,8.26,
12772,04/29/22 11:15:00 PM,-0.04,8.26,
12773,04/29/22 11:20:00 PM,-0.04,8.26,
12774,04/29/22 11:25:00 PM,-0.04,8.26,
12775,04/29/22 11:30:00 PM,-0.04,8.24,
12776,04/29/22 11:35:00 PM,-0.04,8.24,
12777,04/29/22 11:40:00 PM,-0.04,8.24,
12778,04/29/22 11:45:00 PM,-0.04,8.24,
12779,04/29/22 11:50:00 PM,-0.04,8.24,
12780,04/29/22 11:55:00 PM,-0.04,8.24,
12781,04/30/22 12:00:00 AM,-0.04,8.24,
12782,04/30/22 12:05:00 AM,-0.04,8.24,
12783,04/30/22 12:10:00 AM,-0.04,8.24,
12784,04/30/22 12:15:00 AM,-0.04,8.24,
12785,04/30/22 12:20:00 AM,-0.04,8.24,
12786,04/30/22 12:25:00 AM,-0.04,8.24,
12787,04/30/22 12:30:00 AM,-0.04,8.24,
12788,04/30/22 12:35:00 AM,-0.04,8.24,
12789,04/30/22 12:40:00 AM,-0.04,8.24,
12790,04/30/22 12:45:00 AM,-0.04,8.24,
12791,04/30/22 12:50:00 AM,-0.04,8.24,
12792,04/30/22 12:55:00 AM,-0.04,8.24,
12793,04/30/22 01:00:00 AM,-0.04,8.24,
12794,04/30/22 01:05:00 AM,-0.05,8.24,
12795,04/30/22 01:10:00 AM,-0.04,8.24,
12796,04/30/22 01:15:00 AM,-0.04,8.24,
12797,04/30/22 01:20:00 AM,-0.04,8.22,
12798,04/30/22 01:25:00 AM,-0.04,8.22,
12799,04/30/22 01:30:00 AM,-0.04,8.22,
12800,04/30/22 01:35:00 AM,-0.04,8.22,
12801,04/30/22 01:40:00 AM,-0.05,8.22,
12802,04/30/22 01:45:00 AM,-0.04,8.20,
12803,04/30/22 01:50:00 AM,-0.04,8.20,
12804,04/30/22 01:55:00 AM,-0.04,8.20,
12805,04/30/22 02:00:00 AM,-0.04,8.20,
12806,04/30/22 02:05:00 AM,-0.04,8.18,
12807,04/30/22 02:10:00 AM,-0.04,8.18,
12808,04/30/22 02:15:00 AM,-0.04,8.18,
12809,04/30/22 02:20:00 AM,-0.04,8.18,
12810,04/30/22 02:25:00 AM,-0.04,8.16,
12811,04/30/22 02:30:00 AM,-0.04,8.16,
12812,04/30/22 02:35:00 AM,-0.04,8.16,
12813,04/30/22 02:40:00 AM,-0.04,8.16,
12814,04/30/22 02:45:00 AM,-0.04,8.16,
12815,04/30/22 02:50:00 AM,-0.04,8.14,
12816,04/30/22 02:55:00 AM,-0.04,8.14,
12817,04/30/22 03:00:00 AM,-0.04,8.14,
12818,04/30/22 03:05:00 AM,-0.04,8.14,
12819,04/30/22 03:10:00 AM,-0.04,8.12,
12820,04/30/22 03:15:00 AM,-0.04,8.12,
12821,04/30/22 03:20:00 AM,-0.04,8.12,
12822,04/30/22 03:25:00 AM,-0.04,8.12,
12823,04/30/22 03:30:00 AM,-0.04,8.10,
12824,04/30/22 03:35:00 AM,-0.04,8.10,
12825,04/30/22 03:40:00 AM,-0.04,8.10,
12826,04/30/22 03:45:00 AM,-0.04,8.08,
12827,04/30/22 03:50:00 AM,-0.04,8.08,
12828,04/30/22 03:55:00 AM,-0.04,8.08,
12829,04/30/22 04:00:00 AM,-0.04,8.08,
12830,04/30/22 04:05:00 AM,-0.04,8.06,
12831,04/30/22 04:10:00 AM,-0.04,8.06,
12832,04/30/22 04:15:00 AM,-0.04,8.06,
12833,04/30/22 04:20:00 AM,-0.04,8.06,
12834,04/30/22 04:25:00 AM,-0.04,8.04,
12835,04/30/22 04:30:00 AM,-0.04,8.04,
12836,04/30/22 04:35:00 AM,-0.04,8.04,
12837,04/30/22 04:40:00 AM,-0.04,8.02,
12838,04/30/22 04:45:00 AM,-0.04,8.02,
12839,04/30/22 04:50:00 AM,-0.04,8.02,
12840,04/30/22 04:55:00 AM,-0.04,8.02,
12841,04/30/22 05:00:00 AM,-0.04,8.00,
12842,04/30/22 05:05:00 AM,-0.04,8.00,
12843,04/30/22 05:10:00 AM,-0.04,8.00,
12844,04/30/22 05:15:00 AM,-0.04,7.98,
12845,04/30/22 05:20:00 AM,-0.04,7.98,
12846,04/30/22 05:25:00 AM,-0.04,7.98,
12847,04/30/22 05:30:00 AM,-0.04,7.96,
12848,04/30/22 05:35:00 AM,-0.04,7.96,
12849,04/30/22 05:40:00 AM,-0.04,7.96,
12850,04/30/22 05:45:00 AM,-0.04,7.96,
12851,04/30/22 05:50:00 AM,-0.04,7.94,
12852,04/30/22 05:55:00 AM,-0.04,7.94,
12853,04/30/22 06:00:00 AM,-0.04,7.94,
12854,04/30/22 06:05:00 AM,-0.04,7.92,
12855,04/30/22 06:10:00 AM,-0.05,7.92,
12856,04/30/22 06:15:00 AM,-0.04,7.92,
12857,04/30/22 06:20:00 AM,-0.04,7.90,
12858,04/30/22 06:25:00 AM,-0.05,7.90,
12859,04/30/22 06:30:00 AM,-0.05,7.90,
12860,04/30/22 06:35:00 AM,-0.05,7.90,
12861,04/30/22 06:40:00 AM,-0.05,7.88,
12862,04/30/22 06:45:00 AM,-0.05,7.88,
12863,04/30/22 06:50:00 AM,-0.05,7.88,
12864,04/30/22 06:55:00 AM,-0.05,7.88,
12865,04/30/22 07:00:00 AM,-0.05,7.86,
12866,04/30/22 07:05:00 AM,-0.05,7.86,
12867,04/30/22 07:10:00 AM,-0.04,7.86,
12868,04/30/22 07:15:00 AM,-0.04,7.86,
12869,04/30/22 07:20:00 AM,-0.05,7.86,
12870,04/30/22 07:25:00 AM,-0.04,7.86,
12871,04/30/22 07:30:00 AM,-0.05,7.86,
12872,04/30/22 07:35:00 AM,-0.05,7.86,
12873,04/30/22 07:40:00 AM,-0.05,7.86,
12874,04/30/22 07:45:00 AM,-0.04,7.86,
12875,04/30/22 07:50:00 AM,-0.05,7.86,
12876,04/30/22 07:55:00 AM,-0.05,7.86,
12877,04/30/22 08:00:00 AM,-0.05,7.86,
12878,04/30/22 08:05:00 AM,-0.05,7.86,
12879,04/30/22 08:10:00 AM,-0.05,7.86,
12880,04/30/22 08:15:00 AM,-0.05,7.86,
12881,04/30/22 08:20:00 AM,-0.05,7.86,
12882,04/30/22 08:25:00 AM,-0.05,7.86,
12883,04/30/22 08:30:00 AM,-0.05,7.86,
12884,04/30/22 08:35:00 AM,-0.05,7.86,
12885,04/30/22 08:40:00 AM,-0.05,7.86,
12886,04/30/22 08:45:00 AM,-0.05,7.88,
12887,04/30/22 08:50:00 AM,-0.05,7.88,
12888,04/30/22 08:55:00 AM,-0.05,7.88,
12889,04/30/22 09:00:00 AM,-0.05,7.88,
12890,04/30/22 09:05:00 AM,-0.05,7.90,
12891,04/30/22 09:10:00 AM,-0.05,7.90,
12892,04/30/22 09:15:00 AM,-0.05,7.90,
12893,04/30/22 09:20:00 AM,-0.05,7.92,
12894,04/30/22 09:25:00 AM,-0.05,7.94,
12895,04/30/22 09:30:00 AM,-0.05,7.94,
12896,04/30/22 09:35:00 AM,-0.05,7.96,
12897,04/30/22 09:40:00 AM,-0.05,7.96,
12898,04/30/22 09:45:00 AM,-0.05,7.98,
12899,04/30/22 09:50:00 AM,-0.05,7.98,
12900,04/30/22 09:55:00 AM,-0.05,8.00,
12901,04/30/22 10:00:00 AM,-0.05,8.02,
12902,04/30/22 10:05:00 AM,-0.05,8.02,
12903,04/30/22 10:10:00 AM,-0.05,8.04,
12904,04/30/22 10:15:00 AM,-0.05,8.04,
12905,04/30/22 10:20:00 AM,-0.05,8.06,
12906,04/30/22 10:25:00 AM,-0.05,8.06,
12907,04/30/22 10:30:00 AM,-0.05,8.08,
12908,04/30/22 10:35:00 AM,-0.05,8.08,
12909,04/30/22 10:40:00 AM,-0.05,8.10,
12910,04/30/22 10:45:00 AM,-0.05,8.10,
12911,04/30/22 10:50:00 AM,-0.05,8.12,
12912,04/30/22 10:55:00 AM,-0.05,8.12,
12913,04/30/22 11:00:00 AM,-0.05,8.14,
12914,04/30/22 11:05:00 AM,-0.05,8.14,
12915,04/30/22 11:10:00 AM,-0.05,8.16,
12916,04/30/22 11:15:00 AM,-0.05,8.16,
12917,04/30/22 11:20:00 AM,-0.05,8.18,
12918,04/30/22 11:25:00 AM,-0.05,8.18,
12919,04/30/22 11:30:00 AM,-0.05,8.20,
12920,04/30/22 11:35:00 AM,-0.05,8.22,
12921,04/30/22 11:40:00 AM,-0.05,8.24,
12922,04/30/22 11:45:00 AM,-0.05,8.24,
12923,04/30/22 11:50:00 AM,-0.05,8.26,
12924,04/30/22 11:55:00 AM,-0.05,8.28,
12925,04/30/22 12:00:00 PM,-0.05,8.30,
12926,04/30/22 12:05:00 PM,-0.05,8.32,
12927,04/30/22 12:10:00 PM,-0.05,8.36,
12928,04/30/22 12:15:00 PM,-0.05,8.38,
12929,04/30/22 12:20:00 PM,-0.05,8.40,
12930,04/30/22 12:25:00 PM,-0.05,8.42,
12931,04/30/22 12:30:00 PM,-0.05,8.46,
12932,04/30/22 12:35:00 PM,-0.05,8.48,
12933,04/30/22 12:40:00 PM,-0.05,8.50,
12934,04/30/22 12:45:00 PM,-0.05,8.52,
12935,04/30/22 12:50:00 PM,-0.05,8.56,
12936,04/30/22 12:55:00 PM,-0.05,8.58,
12937,04/30/22 01:00:00 PM,-0.05,8.60,
12938,04/30/22 01:05:00 PM,-0.05,8.62,
12939,04/30/22 01:10:00 PM,-0.05,8.64,
12940,04/30/22 01:15:00 PM,-0.05,8.66,
12941,04/30/22 01:20:00 PM,-0.05,8.66,
12942,04/30/22 01:25:00 PM,-0.05,8.68,
12943,04/30/22 01:30:00 PM,-0.05,8.68,
12944,04/30/22 01:35:00 PM,-0.05,8.68,
12945,04/30/22 01:40:00 PM,-0.05,8.68,
12946,04/30/22 01:45:00 PM,-0.05,8.68,
12947,04/30/22 01:50:00 PM,-0.05,8.68,
12948,04/30/22 01:55:00 PM,-0.05,8.68,
12949,04/30/22 02:00:00 PM,-0.05,8.68,
12950,04/30/22 02:05:00 PM,-0.05,8.68,
12951,04/30/22 02:10:00 PM,-0.05,8.68,
12952,04/30/22 02:15:00 PM,-0.05,8.68,
12953,04/30/22 02:20:00 PM,-0.05,8.70,
12954,04/30/22 02:25:00 PM,-0.05,8.72,
12955,04/30/22 02:30:00 PM,-0.05,8.72,
12956,04/30/22 02:35:00 PM,-0.05,8.74,
12957,04/30/22 02:40:00 PM,-0.04,8.76,
12958,04/30/22 02:45:00 PM,-0.04,8.78,
12959,04/30/22 02:50:00 PM,-0.04,8.80,
12960,04/30/22 02:55:00 PM,-0.04,8.82,
12961,04/30/22 03:00:00 PM,-0.04,8.84,
12962,04/30/22 03:05:00 PM,-0.04,8.88,
12963,04/30/22 03:10:00 PM,-0.04,8.90,
12964,04/30/22 03:15:00 PM,-0.04,8.92,
12965,04/30/22 03:20:00 PM,-0.04,8.96,
12966,04/30/22 03:25:00 PM,-0.04,8.98,
12967,04/30/22 03:30:00 PM,-0.05,9.00,
12968,04/30/22 03:35:00 PM,-0.05,9.02,
12969,04/30/22 03:40:00 PM,-0.05,9.04,
12970,04/30/22 03:45:00 PM,-0.05,9.06,
12971,04/30/22 03:50:00 PM,-0.05,9.08,
12972,04/30/22 03:55:00 PM,-0.05,9.08,
12973,04/30/22 04:00:00 PM,-0.05,9.10,
12974,04/30/22 04:05:00 PM,-0.05,9.10,
12975,04/30/22 04:10:00 PM,-0.05,9.12,
12976,04/30/22 04:15:00 PM,-0.05,9.12,
12977,04/30/22 04:20:00 PM,-0.05,9.12,
12978,04/30/22 04:25:00 PM,-0.05,9.10,
12979,04/30/22 04:30:00 PM,-0.05,9.10,
12980,04/30/22 04:35:00 PM,-0.05,9.08,
12981,04/30/22 04:40:00 PM,-0.05,9.08,
12982,04/30/22 04:45:00 PM,-0.05,9.08,
12983,04/30/22 04:50:00 PM,-0.05,9.06,
12984,04/30/22 04:55:00 PM,-0.05,9.06,
12985,04/30/22 05:00:00 PM,-0.05,9.04,
12986,04/30/22 05:05:00 PM,-0.04,9.04,
12987,04/30/22 05:10:00 PM,-0.05,9.02,
12988,04/30/22 05:15:00 PM,-0.05,9.02,
12989,04/30/22 05:20:00 PM,-0.05,9.00,
12990,04/30/22 05:25:00 PM,-0.05,8.98,
12991,04/30/22 05:30:00 PM,-0.05,8.96,
12992,04/30/22 05:35:00 PM,-0.04,8.94,
12993,04/30/22 05:40:00 PM,-0.04,8.92,
12994,04/30/22 05:45:00 PM,-0.04,8.88,
12995,04/30/22 05:50:00 PM,-0.05,8.86,
12996,04/30/22 05:55:00 PM,-0.04,8.82,
12997,04/30/22 06:00:00 PM,-0.04,8.80,
12998,04/30/22 06:05:00 PM,-0.04,8.76,
12999,04/30/22 06:10:00 PM,-0.04,8.74,
13000,04/30/22 06:15:00 PM,-0.04,8.70,
13001,04/30/22 06:20:00 PM,-0.04,8.66,
13002,04/30/22 06:25:00 PM,-0.04,8.64,
13003,04/30/22 06:30:00 PM,-0.04,8.60,
13004,04/30/22 06:35:00 PM,-0.04,8.58,
13005,04/30/22 06:40:00 PM,-0.04,8.54,
13006,04/30/22 06:45:00 PM,-0.04,8.50,
13007,04/30/22 06:50:00 PM,-0.04,8.48,
13008,04/30/22 06:55:00 PM,-0.04,8.44,
